htv_channel_dm.deviceid	htv_channel_dm.channelname	htv_channel_dm.play_duration	htv_channel_dm.date_time
005801FF0001005005D300692D37D4EC	CCTV10	232.0	20210901
005801FF0001005005D300692D37D4EC	CCTV11	35.0	20210901
005801FF0001005005D300692D37D4EC	CCTV9	72.0	20210901
005801FF0001005005D300692D37D4EC	其他直播频道	473.0	20210901
005801FF0001005005D300692D37D4F1	CCTV1	11.0	20210901
005801FF0001005005D300692D37D4F1	CCTV15	1.0	20210901
005801FF0001005005D300692D37D4F1	CCTV3	2.0	20210901
005801FF0001005005D300692D37D4F1	山东卫	NULL	20210901
视	3.0	NULL	20210901
005801FF0001005005D300692D37D4F1	江西卫	NULL	20210901
视	3609.0	NULL	20210901
005801FF0001005005D300692D37D4F1	湖北卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D4F1	贵州卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D4FC	CCTV1	1923.0	20210901
005801FF0001005005D300692D37D4FC	CCTV15	49.0	20210901
005801FF0001005005D300692D37D4FE	CCTV17	3.0	20210901
005801FF0001005005D300692D37D4FE	内蒙古卫视	21.0	20210901
005801FF0001005005D300692D37D4FE	山西卫	NULL	20210901
视	80.0	NULL	20210901
005801FF0001005005D300692D37D4FE	江西卫	NULL	20210901
视	8.0	NULL	20210901
005801FF0001005005D300692D37D4FE	深圳卫	NULL	20210901
视	63.0	NULL	20210901
005801FF0001005005D300692D37D4FE	湖南卫	NULL	20210901
视	12027.0	NULL	20210901
005801FF0001005005D300692D37D4FE	黑龙江卫视	2.0	20210901
005801FF0001005005D300692D37D501	CCTV6	7.0	20210901
005801FF0001005005D300692D37D50C	CCTV1	2938.0	20210901
005801FF0001005005D300692D37D50C	CCTV6	1.0	20210901
005801FF0001005005D300692D37D50C	宁夏卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D50C	山东卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D50C	广西卫	NULL	20210901
视	12.0	NULL	20210901
005801FF0001005005D300692D37D50C	江苏卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D50C	浙江卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D50C	湖南卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D50C	辽宁卫	NULL	20210901
视	7.0	NULL	20210901
005801FF0001005005D300692D37D50D	CCTV12	1.0	20210901
005801FF0001005005D300692D37D50E	CCTV1	7.0	20210901
005801FF0001005005D300692D37D513	江苏卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D513	湖北卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D513	辽宁卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D513	重庆卫	NULL	20210901
视	3609.0	NULL	20210901
005801FF0001005005D300692D37D517	CCTV1	1388.0	20210901
005801FF0001005005D300692D37D51C	CCTV12	0.0	20210901
005801FF0001005005D300692D37D51C	CCTV14	15.0	20210901
005801FF0001005005D300692D37D51C	CCTV5	1.0	20210901
005801FF0001005005D300692D37D51C	CCTV7	0.0	20210901
005801FF0001005005D300692D37D51C	CCTV9	13.0	20210901
005801FF0001005005D300692D37D51C	湖南卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D51C	重庆卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D51E	CCTV1	1.0	20210901
005801FF0001005005D300692D37D524	CCTV13	3623.0	20210901
005801FF0001005005D300692D37D524	其他直播频道	957.0	20210901
005801FF0001005005D300692D37D524	山西卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D524	重庆卫	NULL	20210901
视	18.0	NULL	20210901
005801FF0001005005D300692D37D525	CCTV1	32.0	20210901
005801FF0001005005D300692D37D525	CCTV12	3.0	20210901
005801FF0001005005D300692D37D525	CCTV3	2.0	20210901
005801FF0001005005D300692D37D525	CCTV4	2152.0	20210901
005801FF0001005005D300692D37D525	CCTV7	92.0	20210901
005801FF0001005005D300692D37D525	东南卫	NULL	20210901
视	694.0	NULL	20210901
005801FF0001005005D300692D37D528	云南卫	NULL	20210901
视	101.0	NULL	20210901
005801FF0001005005D300692D37D528	山西卫	NULL	20210901
视	7.0	NULL	20210901
005801FF0001005005D300692D37D528	河北卫	NULL	20210901
视	4.0	NULL	20210901
005801FF0001005005D300692D37D528	河南卫	NULL	20210901
视	12.0	NULL	20210901
005801FF0001005005D300692D37D528	辽宁卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D52C	CCTV7	2.0	20210901
005801FF0001005005D300692D37D52C	CCTV8	1.0	20210901
005801FF0001005005D300692D37D52C	CCTV9	1.0	20210901
005801FF0001005005D300692D37D52F	CCTV10	6.0	20210901
005801FF0001005005D300692D37D52F	CCTV4	84.0	20210901
005801FF0001005005D300692D37D52F	CCTV9	13.0	20210901
005801FF0001005005D300692D37D52F	云南卫	NULL	20210901
视	3.0	NULL	20210901
005801FF0001005005D300692D37D52F	内蒙古卫视	1.0	20210901
005801FF0001005005D300692D37D52F	安徽卫	NULL	20210901
视	7.0	NULL	20210901
005801FF0001005005D300692D37D52F	湖南卫	NULL	20210901
视	990.0	NULL	20210901
005801FF0001005005D300692D37D52F	辽宁卫	NULL	20210901
视	10.0	NULL	20210901
005801FF0001005005D300692D37D533	CCTV12	1.0	20210901
005801FF0001005005D300692D37D533	CCTV13	1.0	20210901
005801FF0001005005D300692D37D533	CCTV3	4.0	20210901
005801FF0001005005D300692D37D533	CCTV5	5.0	20210901
005801FF0001005005D300692D37D533	内蒙古卫视	2.0	20210901
005801FF0001005005D300692D37D533	山西卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D534	CCTV12	1.0	20210901
005801FF0001005005D300692D37D534	CCTV13	1.0	20210901
005801FF0001005005D300692D37D534	山东卫	NULL	20210901
视	3.0	NULL	20210901
005801FF0001005005D300692D37D534	广东卫	NULL	20210901
视	59.0	NULL	20210901
005801FF0001005005D300692D37D534	湖北卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D539	CCTV12	0.0	20210901
005801FF0001005005D300692D37D53A	CCTV1	7315.0	20210901
005801FF0001005005D300692D37D53A	CCTV10	88.0	20210901
005801FF0001005005D300692D37D53A	CCTV12	38.0	20210901
005801FF0001005005D300692D37D53A	CCTV15	10.0	20210901
005801FF0001005005D300692D37D53A	CCTV17	27.0	20210901
005801FF0001005005D300692D37D53A	CCTV2	1907.0	20210901
005801FF0001005005D300692D37D53A	CCTV4	7356.0	20210901
005801FF0001005005D300692D37D53A	其他直播频道	10467.0	20210901
005801FF0001005005D300692D37D53A	内蒙古卫视	9.0	20210901
005801FF0001005005D300692D37D53A	广东卫	NULL	20210901
视	30.0	NULL	20210901
005801FF0001005005D300692D37D53A	广西卫	NULL	20210901
视	8.0	NULL	20210901
005801FF0001005005D300692D37D53A	江西卫	NULL	20210901
视	11.0	NULL	20210901
005801FF0001005005D300692D37D53A	河北卫	NULL	20210901
视	13.0	NULL	20210901
005801FF0001005005D300692D37D53A	河南卫	NULL	20210901
视	56.0	NULL	20210901
005801FF0001005005D300692D37D546	CCTV1	81.0	20210901
005801FF0001005005D300692D37D546	CCTV8	20.0	20210901
005801FF0001005005D300692D37D546	天津卫	NULL	20210901
视	20.0	NULL	20210901
005801FF0001005005D300692D37D546	湖北卫	NULL	20210901
视	2856.0	NULL	20210901
005801FF0001005005D300692D37D546	贵州卫	NULL	20210901
视	8.0	NULL	20210901
005801FF0001005005D300692D37D54B	CCTV13	7.0	20210901
005801FF0001005005D300692D37D54B	CCTV14	2.0	20210901
005801FF0001005005D300692D37D54B	CCTV2	6.0	20210901
005801FF0001005005D300692D37D54B	CCTV7	32.0	20210901
005801FF0001005005D300692D37D54B	其他直播频道	12469.0	20210901
005801FF0001005005D300692D37D54B	北京卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D54B	山东卫	NULL	20210901
视	4.0	NULL	20210901
005801FF0001005005D300692D37D551	CCTV2	63.0	20210901
005801FF0001005005D300692D37D551	CCTV9	14.0	20210901
005801FF0001005005D300692D37D551	安徽卫	NULL	20210901
视	16.0	NULL	20210901
005801FF0001005005D300692D37D551	山东卫	NULL	20210901
视	2885.0	NULL	20210901
005801FF0001005005D300692D37D551	江西卫	NULL	20210901
视	185.0	NULL	20210901
005801FF0001005005D300692D37D551	湖北卫	NULL	20210901
视	16.0	NULL	20210901
005801FF0001005005D300692D37D551	湖南卫	NULL	20210901
视	12.0	NULL	20210901
005801FF0001005005D300692D37D551	重庆卫	NULL	20210901
视	13.0	NULL	20210901
005801FF0001005005D300692D37D553	CCTV1	7.0	20210901
005801FF0001005005D300692D37D553	CCTV7	1.0	20210901
005801FF0001005005D300692D37D553	其他直播频道	0.0	20210901
005801FF0001005005D300692D37D553	浙江卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D561	CCTV9	1.0	20210901
005801FF0001005005D300692D37D561	其他直播频道	3109.0	20210901
005801FF0001005005D300692D37D56D	CCTV14	205.0	20210901
005801FF0001005005D300692D37D56F	CCTV15	6.0	20210901
005801FF0001005005D300692D37D56F	CCTV7	0.0	20210901
005801FF0001005005D300692D37D56F	东南卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D56F	北京卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D56F	江西卫	NULL	20210901
视	4.0	NULL	20210901
005801FF0001005005D300692D37D56F	河南卫	NULL	20210901
视	4.0	NULL	20210901
005801FF0001005005D300692D37D56F	辽宁卫	NULL	20210901
视	4.0	NULL	20210901
005801FF0001005005D300692D37D57F	CCTV10	23.0	20210901
005801FF0001005005D300692D37D57F	CCTV15	1.0	20210901
005801FF0001005005D300692D37D57F	CCTV6	3.0	20210901
005801FF0001005005D300692D37D582	CCTV12	1.0	20210901
005801FF0001005005D300692D37D582	CCTV5	84.0	20210901
005801FF0001005005D300692D37D582	其他直播频道	165.0	20210901
005801FF0001005005D300692D37D582	江西卫	NULL	20210901
视	8.0	NULL	20210901
005801FF0001005005D300692D37D582	深圳卫	NULL	20210901
视	7.0	NULL	20210901
005801FF0001005005D300692D37D585	CCTV1	710.0	20210901
005801FF0001005005D300692D37D585	CCTV11	11.0	20210901
005801FF0001005005D300692D37D585	CCTV2	15.0	20210901
005801FF0001005005D300692D37D585	CCTV8	4.0	20210901
005801FF0001005005D300692D37D588	CCTV12	13.0	20210901
005801FF0001005005D300692D37D588	CCTV8	1.0	20210901
005801FF0001005005D300692D37D588	云南卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D588	北京卫	NULL	20210901
视	3609.0	NULL	20210901
005801FF0001005005D300692D37D588	安徽卫	NULL	20210901
视	80.0	NULL	20210901
005801FF0001005005D300692D37D588	广东卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D588	广西卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D588	河南卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D588	重庆卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D58A	CCTV12	0.0	20210901
005801FF0001005005D300692D37D58A	CCTV4	0.0	20210901
005801FF0001005005D300692D37D58A	CCTV6	0.0	20210901
005801FF0001005005D300692D37D58A	CCTV7	0.0	20210901
005801FF0001005005D300692D37D58A	CCTV9	1.0	20210901
005801FF0001005005D300692D37D58A	东南卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D58A	内蒙古卫视	1.0	20210901
005801FF0001005005D300692D37D58A	吉林卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D58A	天津卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D58A	山西卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D58A	江苏卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D58A	深圳卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D58A	湖北卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D58D	CCTV1	1287.0	20210901
005801FF0001005005D300692D37D58F	CCTV1	635.0	20210901
005801FF0001005005D300692D37D58F	CCTV5	3.0	20210901
005801FF0001005005D300692D37D592	CCTV1	3609.0	20210901
005801FF0001005005D300692D37D592	CCTV5	0.0	20210901
005801FF0001005005D300692D37D599	CCTV12	517.0	20210901
005801FF0001005005D300692D37D599	CCTV13	309.0	20210901
005801FF0001005005D300692D37D599	CCTV3	38.0	20210901
005801FF0001005005D300692D37D599	CCTV5	94.0	20210901
005801FF0001005005D300692D37D599	CCTV8	6.0	20210901
005801FF0001005005D300692D37D5A6	CCTV1	3611.0	20210901
005801FF0001005005D300692D37D5AE	CCTV3	1207.0	20210901
005801FF0001005005D300692D37D5AE	CCTV5	27.0	20210901
005801FF0001005005D300692D37D5AE	CCTV7	2.0	20210901
005801FF0001005005D300692D37D5B2	CCTV17	1.0	20210901
005801FF0001005005D300692D37D5B2	CCTV5	1212.0	20210901
005801FF0001005005D300692D37D5B3	CCTV10	7.0	20210901
005801FF0001005005D300692D37D5B3	CCTV2	88.0	20210901
005801FF0001005005D300692D37D5B3	CCTV8	5.0	20210901
005801FF0001005005D300692D37D5B3	天津卫	NULL	20210901
视	9.0	NULL	20210901
005801FF0001005005D300692D37D5B3	浙江卫	NULL	20210901
视	32.0	NULL	20210901
005801FF0001005005D300692D37D5B3	湖北卫	NULL	20210901
视	3.0	NULL	20210901
005801FF0001005005D300692D37D5B8	CCTV1	1415.0	20210901
005801FF0001005005D300692D37D5B8	天津卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D5B8	广东卫	NULL	20210901
视	3610.0	NULL	20210901
005801FF0001005005D300692D37D5B8	江西卫	NULL	20210901
视	6.0	NULL	20210901
005801FF0001005005D300692D37D5B8	河南卫	NULL	20210901
视	139.0	NULL	20210901
005801FF0001005005D300692D37D5B8	浙江卫	NULL	20210901
视	5.0	NULL	20210901
005801FF0001005005D300692D37D5B8	深圳卫	NULL	20210901
视	1284.0	NULL	20210901
005801FF0001005005D300692D37D5B8	贵州卫	NULL	20210901
视	5.0	NULL	20210901
005801FF0001005005D300692D37D5B8	辽宁卫	NULL	20210901
视	12.0	NULL	20210901
005801FF0001005005D300692D37D5C6	CCTV1	3609.0	20210901
005801FF0001005005D300692D37D5C9	CCTV1	7218.0	20210901
005801FF0001005005D300692D37D5C9	北京卫	NULL	20210901
视	44.0	NULL	20210901
005801FF0001005005D300692D37D5C9	广东卫	NULL	20210901
视	13.0	NULL	20210901
005801FF0001005005D300692D37D5CA	CCTV11	1.0	20210901
005801FF0001005005D300692D37D5CA	CCTV15	1.0	20210901
005801FF0001005005D300692D37D5CA	CCTV17	57.0	20210901
005801FF0001005005D300692D37D5CA	CCTV6	3612.0	20210901
005801FF0001005005D300692D37D5CA	云南卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D5CA	山西卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D5CA	广东卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D5CA	广西卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D5CA	江西卫	NULL	20210901
视	1025.0	NULL	20210901
005801FF0001005005D300692D37D5CA	湖北卫	NULL	20210901
视	3.0	NULL	20210901
005801FF0001005005D300692D37D5CA	辽宁卫	NULL	20210901
视	3.0	NULL	20210901
005801FF0001005005D300692D37D5D0	CCTV1	545.0	20210901
005801FF0001005005D300692D37D5DF	CCTV1	2533.0	20210901
005801FF0001005005D300692D37D5DF	CCTV10	58.0	20210901
005801FF0001005005D300692D37D5DF	CCTV11	7.0	20210901
005801FF0001005005D300692D37D5DF	CCTV14	6.0	20210901
005801FF0001005005D300692D37D5DF	CCTV15	8.0	20210901
005801FF0001005005D300692D37D5DF	CCTV17	9.0	20210901
005801FF0001005005D300692D37D5DF	东南卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D5DF	内蒙古卫视	3.0	20210901
005801FF0001005005D300692D37D5DF	安徽卫	NULL	20210901
视	6.0	NULL	20210901
005801FF0001005005D300692D37D5DF	山西卫	NULL	20210901
视	10.0	NULL	20210901
005801FF0001005005D300692D37D5DF	江西卫	NULL	20210901
视	3.0	NULL	20210901
005801FF0001005005D300692D37D5E3	吉林卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D5E3	江苏卫	NULL	20210901
视	247.0	NULL	20210901
005801FF0001005005D300692D37D5E3	江西卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D5E3	河南卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D5E7	CCTV2	0.0	20210901
005801FF0001005005D300692D37D5F3	其他直播频道	3610.0	20210901
005801FF0001005005D300692D37D5F5	CCTV12	1.0	20210901
005801FF0001005005D300692D37D5F5	CCTV13	1.0	20210901
005801FF0001005005D300692D37D5F5	CCTV17	0.0	20210901
005801FF0001005005D300692D37D5F5	内蒙古卫视	0.0	20210901
005801FF0001005005D300692D37D5F5	山东卫	NULL	20210901
视	4.0	NULL	20210901
005801FF0001005005D300692D37D5F5	江苏卫	NULL	20210901
视	6.0	NULL	20210901
005801FF0001005005D300692D37D5F5	黑龙江卫视	12.0	20210901
005801FF0001005005D300692D37D5FE	云南卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D5FE	江苏卫	NULL	20210901
视	4.0	NULL	20210901
005801FF0001005005D300692D37D605	CCTV10	4.0	20210901
005801FF0001005005D300692D37D605	CCTV3	10.0	20210901
005801FF0001005005D300692D37D605	CCTV6	9.0	20210901
005801FF0001005005D300692D37D607	其他直播频道	234.0	20210901
005801FF0001005005D300692D37D623	CCTV11	5.0	20210901
005801FF0001005005D300692D37D623	云南卫	NULL	20210901
视	29.0	NULL	20210901
005801FF0001005005D300692D37D623	其他直播频道	168.0	20210901
005801FF0001005005D300692D37D623	深圳卫	NULL	20210901
视	15.0	NULL	20210901
005801FF0001005005D300692D37D623	湖南卫	NULL	20210901
视	3.0	NULL	20210901
005801FF0001005005D300692D37D629	贵州卫	NULL	20210901
视	552.0	NULL	20210901
005801FF0001005005D300692D37D638	CCTV10	0.0	20210901
005801FF0001005005D300692D37D638	CCTV17	0.0	20210901
005801FF0001005005D300692D37D638	CCTV2	3.0	20210901
005801FF0001005005D300692D37D638	安徽卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D638	山东卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D638	广西卫	NULL	20210901
视	15.0	NULL	20210901
005801FF0001005005D300692D37D638	河北卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D638	浙江卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D638	黑龙江卫视	1.0	20210901
005801FF0001005005D300692D37D63D	CCTV15	1.0	20210901
005801FF0001005005D300692D37D63D	CCTV17	0.0	20210901
005801FF0001005005D300692D37D63D	CCTV3	3.0	20210901
005801FF0001005005D300692D37D63D	CCTV9	1.0	20210901
005801FF0001005005D300692D37D63D	其他直播频道	2002.0	20210901
005801FF0001005005D300692D37D63D	湖南卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D64A	CCTV14	10.0	20210901
005801FF0001005005D300692D37D64A	CCTV3	22.0	20210901
005801FF0001005005D300692D37D64A	CCTV5	9.0	20210901
005801FF0001005005D300692D37D64A	其他直播频道	142.0	20210901
005801FF0001005005D300692D37D64A	广东卫	NULL	20210901
视	54.0	NULL	20210901
005801FF0001005005D300692D37D64A	江苏卫	NULL	20210901
视	3.0	NULL	20210901
005801FF0001005005D300692D37D64F	CCTV17	32.0	20210901
005801FF0001005005D300692D37D64F	CCTV7	6.0	20210901
005801FF0001005005D300692D37D64F	CCTV8	25.0	20210901
005801FF0001005005D300692D37D64F	内蒙古卫视	1.0	20210901
005801FF0001005005D300692D37D64F	浙江卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D64F	辽宁卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D659	天津卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D65A	云南卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D65A	山东卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D668	CCTV4	1.0	20210901
005801FF0001005005D300692D37D668	CCTV5	0.0	20210901
005801FF0001005005D300692D37D668	CCTV7	1.0	20210901
005801FF0001005005D300692D37D668	CCTV9	1.0	20210901
005801FF0001005005D300692D37D66B	CCTV5	198.0	20210901
005801FF0001005005D300692D37D676	CCTV10	1.0	20210901
005801FF0001005005D300692D37D676	CCTV12	2815.0	20210901
005801FF0001005005D300692D37D676	CCTV14	0.0	20210901
005801FF0001005005D300692D37D676	CCTV15	157.0	20210901
005801FF0001005005D300692D37D676	CCTV3	5.0	20210901
005801FF0001005005D300692D37D676	CCTV4	1.0	20210901
005801FF0001005005D300692D37D676	天津卫	NULL	20210901
视	12.0	NULL	20210901
005801FF0001005005D300692D37D676	山东卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D676	河北卫	NULL	20210901
视	4.0	NULL	20210901
005801FF0001005005D300692D37D676	浙江卫	NULL	20210901
视	5.0	NULL	20210901
005801FF0001005005D300692D37D677	CCTV14	4.0	20210901
005801FF0001005005D300692D37D677	北京卫	NULL	20210901
视	260.0	NULL	20210901
005801FF0001005005D300692D37D677	浙江卫	NULL	20210901
视	5.0	NULL	20210901
005801FF0001005005D300692D37D679	CCTV1	3639.0	20210901
005801FF0001005005D300692D37D679	CCTV15	1.0	20210901
005801FF0001005005D300692D37D679	CCTV17	0.0	20210901
005801FF0001005005D300692D37D679	CCTV6	0.0	20210901
005801FF0001005005D300692D37D679	CCTV9	0.0	20210901
005801FF0001005005D300692D37D679	北京卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D679	天津卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D679	山西卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D679	江苏卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D679	浙江卫	NULL	20210901
视	2.0	NULL	20210901
005801FF0001005005D300692D37D679	湖北卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D67B	CCTV13	17.0	20210901
005801FF0001005005D300692D37D67B	CCTV6	12.0	20210901
005801FF0001005005D300692D37D67B	CCTV7	68.0	20210901
005801FF0001005005D300692D37D67B	CCTV9	104.0	20210901
005801FF0001005005D300692D37D67B	广西卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D67B	河北卫	NULL	20210901
视	0.0	NULL	20210901
005801FF0001005005D300692D37D67B	贵州卫	NULL	20210901
视	1.0	NULL	20210901
005801FF0001005005D300692D37D67B	黑龙江卫视	1.0	20210901
005801FF0001005005D300692D37D67E	CCTV5	0.0	20210901
005801FF0001005005D300692D37D682	CCTV3	0.0	20210901
005801FF0001005005D300692D37D68D	CCTV1	3631.0	20210901
005801FF0001005005D300692D37D68D	CCTV2	7.0	20210901
005801FF0001005005D300692D37D693	CCTV12	2517.0	20210901
005801FF0001005005D300692D37D693	CCTV15	3.0	20210901
005801FF0001005005D300692D37D693	CCTV8	4.0	20210901
005801FF0001005005D300692D37D693	CCTV9	20.0	20210901
005801FF0001005005D300692D37D693	东南卫	NULL	20210901
视	5.0	NULL	20210901
005801FF0001005005D300692D37D693	安徽卫	NULL	20210901
视	3.0	NULL	20210901
005801FF0001005005D300692D37D69B	CCTV1	2403.0	20210901
005801FF0001005005D300692D37D69B	CCTV7	7479.0	20210901
005801FF0001005005D300692D37D69B	CCTV9	572.0	20210901
005801FF0001005005D300692D37D6A1	CCTV11	1.0	20210901
005801FF0001005005D300692D37D6A1	CCTV13	3608.0	20210901
005801FF0001005005D300692D37D6A1	CCTV2	0.0	20210901
005801FF0001005005D300692D37D6A6	CCTV3	2.0	20210901
005801FF0001005005D300692D37D6AD	CCTV1	14.0	20210901
