htv_region_dm.deviceid	htv_region_dm.city	htv_region_dm.province	htv_region_dm.date_time
005801FF0001005005D300692D37E152	0938	58	20210901
005801FF0001005005D300692D37E171	0938	58	20210901
005801FF0001005005D300692D37E1AE	0939	58	20210901
005801FF0001005005D300692D37E1AF	0938	58	20210901
005801FF0001005005D300692D37E1DD	0938	58	20210901
005801FF0001005005D300692D37E20A	0939	58	20210901
005801FF0001005005D300692D37E219	0938	58	20210901
005801FF0001005005D300692D37E27F	0938	58	20210901
005801FF0001005005D300692D37E280	0939	58	20210901
005801FF0001005005D300692D37E2A4	0938	58	20210901
005801FF0001005005D300692D37E2C3	0938	58	20210901
005801FF0001005005D300692D37E340	0938	58	20210901
005801FF0001005005D300692D37E370	0938	58	20210901
005801FF0001005005D300692D37E37C	0938	58	20210901
005801FF0001005005D300692D37E380	0938	58	20210901
005801FF0001005005D300692D37E3E2	0938	58	20210901
005801FF0001005005D300692D37E3F0	0938	58	20210901
005801FF0001005005D300692D37E415	0938	58	20210901
005801FF0001005005D300692D37E447	0938	58	20210901
005801FF0001005005D300692D37E44D	0939	58	20210901
005801FF0001005005D300692D37E45D	0938	58	20210901
005801FF0001005005D300692D37E474	0938	58	20210901
005801FF0001005005D300692D37E483	0938	58	20210901
005801FF0001005005D300692D37E4DE	0938	58	20210901
005801FF0001005005D300692D37E525	0938	58	20210901
005801FF0001005005D300692D37E527	0938	58	20210901
005801FF0001005005D300692D37E55B	0938	58	20210901
005801FF0001005005D300692D37E568	0938	58	20210901
005801FF0001005005D300692D37E57C	0938	58	20210901
005801FF0001005005D300692D37E590	0938	58	20210901
005801FF0001005005D300692D37E59D	0938	58	20210901
005801FF0001005005D300692D37E5A5	0933	58	20210901
005801FF0001005005D300692D37E5AC	0933	58	20210901
005801FF0001005005D300692D37E5E9	0938	58	20210901
005801FF0001005005D300692D37E60A	0938	58	20210901
005801FF0001005005D300692D37E627	0938	58	20210901
005801FF0001005005D300692D37E63F	0938	58	20210901
005801FF0001005005D300692D37E6AA	0938	58	20210901
005801FF0001005005D300692D37E6B3	0938	58	20210901
005801FF0001005005D300692D37E80B	0939	58	20210901
005801FF0001005005D300692D37E81B	0938	58	20210901
005801FF0001005005D300692D37E82E	0938	58	20210901
005801FF0001005005D300692D37E85C	0938	58	20210901
005801FF0001005005D300692D37E85D	0938	58	20210901
005801FF0001005005D300692D37E8A2	0939	58	20210901
005801FF0001005005D300692D37E8BA	0938	58	20210901
005801FF0001005005D300692D37E8F4	0938	58	20210901
005801FF0001005005D300692D37E8F6	0939	58	20210901
005801FF0001005005D300692D37E904	0939	58	20210901
005801FF0001005005D300692D37E918	0939	58	20210901
005801FF0001005005D300692D37E925	0938	58	20210901
005801FF0001005005D300692D37E9A0	0939	58	20210901
005801FF0001005005D300692D37E9CF	0938	58	20210901
005801FF0001005005D300692D37E9FE	0938	58	20210901
005801FF0001005005D300692D37EA2D	0938	58	20210901
005801FF0001005005D300692D37EA44	0938	58	20210901
005801FF0001005005D300692D37EAA1	0938	58	20210901
005801FF0001005005D300692D37EAA8	0939	58	20210901
005801FF0001005005D300692D37EAA9	0938	58	20210901
005801FF0001005005D300692D37EAED	0938	58	20210901
005801FF0001005005D300692D37EB0A	0938	58	20210901
005801FF0001005005D300692D37EB1F	0933	58	20210901
005801FF0001005005D300692D37EB73	0938	58	20210901
005801FF0001005005D300692D37EB74	0939	58	20210901
005801FF0001005005D300692D37EB8D	0939	58	20210901
005801FF0001005005D300692D37EBAB	0939	58	20210901
005801FF0001005005D300692D37EBFB	0939	58	20210901
005801FF0001005005D300692D37EC1C	0939	58	20210901
005801FF0001005005D300692D37EC37	0939	58	20210901
005801FF0001005005D300692D37EC4F	0939	58	20210901
005801FF0001005005D300692D37EC8C	0939	58	20210901
005801FF0001005005D300692D37EC9F	0939	58	20210901
005801FF0001005005D300692D37ECB4	0939	58	20210901
005801FF0001005005D300692D37ECBC	0939	58	20210901
005801FF0001005005D300692D37ED16	0939	58	20210901
005801FF0001005005D300692D37ED20	0939	58	20210901
005801FF0001005005D300692D37ED3D	0939	58	20210901
005801FF0001005005D300692D37ED7B	0939	58	20210901
005801FF0001005005D300692D37EDB4	0939	58	20210901
005801FF0001005005D300692D37EDE7	0939	58	20210901
005801FF0001005005D300692D37EE3D	0939	58	20210901
005801FF0001005005D300692D37EE4D	0939	58	20210901
005801FF0001005005D300692D37EE94	0939	58	20210901
005801FF0001005005D300692D37EEAF	0939	58	20210901
005801FF0001005005D300692D37EEB4	0939	58	20210901
005801FF0001005005D300692D37EECA	0938	58	20210901
005801FF0001005005D300692D37EED3	0939	58	20210901
005801FF0001005005D300692D37EF2E	0939	58	20210901
005801FF0001005005D300692D37EF3E	0939	58	20210901
005801FF0001005005D300692D37EF5F	0939	58	20210901
005801FF0001005005D300692D37EF90	0939	58	20210901
005801FF0001005005D300692D37EFAA	0939	58	20210901
005801FF0001005005D300692D37EFAC	0939	58	20210901
005801FF0001005005D300692D37EFD7	0939	58	20210901
005801FF0001005005D300692D37EFEB	0939	58	20210901
005801FF0001005005D300692D37EFF9	0939	58	20210901
005801FF0001005005D300692D37F003	0938	58	20210901
005801FF0001005005D300692D37F038	0938	58	20210901
005801FF0001005005D300692D37F04E	0938	58	20210901
005801FF0001005005D300692D37F059	0939	58	20210901
005801FF0001005005D300692D37F0C2	0939	58	20210901
005801FF0001005005D300692D37F0D1	0938	58	20210901
005801FF0001005005D300692D37F0E3	0938	58	20210901
005801FF0001005005D300692D37F108	0939	58	20210901
005801FF0001005005D300692D37F112	0938	58	20210901
005801FF0001005005D300692D37F147	0939	58	20210901
005801FF0001005005D300692D37F15D	0938	58	20210901
005801FF0001005005D300692D37F19B	0938	58	20210901
005801FF0001005005D300692D37F1BD	0939	58	20210901
005801FF0001005005D300692D37F1BF	0938	58	20210901
005801FF0001005005D300692D37F1C1	0939	58	20210901
005801FF0001005005D300692D37F1F2	0939	58	20210901
005801FF0001005005D300692D37F239	0939	58	20210901
005801FF0001005005D300692D37F25E	0939	58	20210901
005801FF0001005005D300692D37F28A	0939	58	20210901
005801FF0001005005D300692D37F293	0939	58	20210901
005801FF0001005005D300692D37F29C	0939	58	20210901
005801FF0001005005D300692D37F2AC	0938	58	20210901
005801FF0001005005D300692D37F30E	0939	58	20210901
005801FF0001005005D300692D37F34E	0939	58	20210901
005801FF0001005005D300692D37F353	0939	58	20210901
005801FF0001005005D300692D37F372	0939	58	20210901
005801FF0001005005D300692D37F39A	0939	58	20210901
005801FF0001005005D300692D37F3A9	0939	58	20210901
005801FF0001005005D300692D37F3D1	0939	58	20210901
005801FF0001005005D300692D37F3D8	0939	58	20210901
005801FF0001005005D300692D37F3FB	0939	58	20210901
005801FF0001005005D300692D37F428	0938	58	20210901
005801FF0001005005D300692D37F44E	0938	58	20210901
005801FF0001005005D300692D37F461	0938	58	20210901
005801FF0001005005D300692D37F471	0938	58	20210901
005801FF0001005005D300692D37F47F	0938	58	20210901
005801FF0001005005D300692D37F492	0938	58	20210901
005801FF0001005005D300692D37F4BD	0938	58	20210901
005801FF0001005005D300692D37F4D8	0938	58	20210901
005801FF0001005005D300692D37F4EE	0938	58	20210901
005801FF0001005005D300692D37F51E	0938	58	20210901
005801FF0001005005D300692D37F545	0938	58	20210901
005801FF0001005005D300692D37F55C	0938	58	20210901
005801FF0001005005D300692D37F593	0938	58	20210901
005801FF0001005005D300692D37F5AE	0938	58	20210901
005801FF0001005005D300692D37F5B7	0938	58	20210901
005801FF0001005005D300692D37F5D1	0938	58	20210901
005801FF0001005005D300692D37F616	0938	58	20210901
005801FF0001005005D300692D37F62E	0938	58	20210901
005801FF0001005005D300692D37F683	0938	58	20210901
005801FF0001005005D300692D37F68C	0939	58	20210901
005801FF0001005005D300692D37F6D7	0938	58	20210901
005801FF0001005005D300692D37F70D	0939	58	20210901
005801FF0001005005D300692D37F73A	0939	58	20210901
005801FF0001005005D300692D37F77C	0938	58	20210901
005801FF0001005005D300692D37F7E0	0938	58	20210901
005801FF0001005005D300692D37F7EB	0939	58	20210901
005801FF0001005005D300692D37F7F1	0939	58	20210901
005801FF0001005005D300692D37F811	0939	58	20210901
005801FF0001005005D300692D37F815	0939	58	20210901
005801FF0001005005D300692D37F85E	0939	58	20210901
005801FF0001005005D300692D37F876	0939	58	20210901
005801FF0001005005D300692D37F87E	0939	58	20210901
005801FF0001005005D300692D37F8B5	0939	58	20210901
005801FF0001005005D300692D37F8B9	0939	58	20210901
005801FF0001005005D300692D37F8CB	0939	58	20210901
005801FF0001005005D300692D37F8D0	0939	58	20210901
005801FF0001005005D300692D37F927	0939	58	20210901
005801FF0001005005D300692D37F942	0939	58	20210901
005801FF0001005005D300692D37F95D	0939	58	20210901
005801FF0001005005D300692D37F9CD	0939	58	20210901
005801FF0001005005D300692D37FA13	0939	58	20210901
005801FF0001005005D300692D37FA14	0939	58	20210901
005801FF0001005005D300692D37FA3E	0939	58	20210901
005801FF0001005005D300692D37FA74	0939	58	20210901
005801FF0001005005D300692D37FABC	0939	58	20210901
005801FF0001005005D300692D37FAD3	0939	58	20210901
005801FF0001005005D300692D37FAD8	0939	58	20210901
005801FF0001005005D300692D37FAE9	0939	58	20210901
005801FF0001005005D300692D37FB1B	0939	58	20210901
005801FF0001005005D300692D37FB25	0939	58	20210901
005801FF0001005005D300692D37FB36	0938	58	20210901
005801FF0001005005D300692D37FB40	0939	58	20210901
005801FF0001005005D300692D37FBD2	0939	58	20210901
005801FF0001005005D300692D37FBEA	0939	58	20210901
005801FF0001005005D300692D37FC49	0939	58	20210901
005801FF0001005005D300692D37FC55	0939	58	20210901
005801FF0001005005D300692D37FC7E	0939	58	20210901
005801FF0001005005D300692D37FCE6	0939	58	20210901
005801FF0001005005D300692D37FD36	0939	58	20210901
005801FF0001005005D300692D37FD53	0939	58	20210901
005801FF0001005005D300692D37FD8B	0939	58	20210901
005801FF0001005005D300692D37FD90	0939	58	20210901
005801FF0001005005D300692D37FDF3	0939	58	20210901
005801FF0001005005D300692D37FE26	0939	58	20210901
005801FF0001005005D300692D37FE3A	0939	58	20210901
005801FF0001005005D300692D37FE4B	0939	58	20210901
005801FF0001005005D300692D37FE6A	0939	58	20210901
005801FF0001005005D300692D37FEC0	0939	58	20210901
005801FF0001005005D300692D37FEC7	0938	58	20210901
005801FF0001005005D300692D37FEC9	0939	58	20210901
005801FF0001005005D300692D37FEE5	0939	58	20210901
005801FF0001005005D300692D37FEF7	0939	58	20210901
005801FF0001005005D300692D37FEFD	0939	58	20210901
005801FF0001005005D300692D37FF24	0939	58	20210901
005801FF0001005005D300692D37FFDD	0939	58	20210901
005801FF0001005005D300692D380009	0939	58	20210901
005801FF0001005005D300692D380011	0939	58	20210901
005801FF0001005005D300692D380014	0939	58	20210901
005801FF0001005005D300692D380020	0939	58	20210901
005801FF0001005005D300692D380051	0939	58	20210901
005801FF0001005005D300692D3800A2	0939	58	20210901
005801FF0001005005D300692D3800BC	0939	58	20210901
005801FF0001005005D300692D3800BD	0939	58	20210901
005801FF0001005005D300692D3800D9	0939	58	20210901
005801FF0001005005D300692D3800F8	0939	58	20210901
005801FF0001005005D300692D380128	0939	58	20210901
005801FF0001005005D300692D380139	0938	58	20210901
005801FF0001005005D300692D380177	0938	58	20210901
005801FF0001005005D300692D38018F	0939	58	20210901
005801FF0001005005D300692D3801D7	0939	58	20210901
005801FF0001005005D300692D380211	0939	58	20210901
005801FF0001005005D300692D38021D	0939	58	20210901
005801FF0001005005D300692D380271	0938	58	20210901
005801FF0001005005D300692D380272	0939	58	20210901
005801FF0001005005D300692D3802F7	0938	58	20210901
005801FF0001005005D300692D380382	0939	58	20210901
005801FF0001005005D300692D380390	0939	58	20210901
005801FF0001005005D300692D3803D1	0939	58	20210901
005801FF0001005005D300692D3803F4	0938	58	20210901
005801FF0001005005D300692D380427	0939	58	20210901
005801FF0001005005D300692D380473	0938	58	20210901
005801FF0001005005D300692D38047C	0939	58	20210901
005801FF0001005005D300692D3804B6	0939	58	20210901
005801FF0001005005D300692D3804C5	0939	58	20210901
005801FF0001005005D300692D3804D6	0939	58	20210901
005801FF0001005005D300692D3804DB	0939	58	20210901
005801FF0001005005D300692D380505	0939	58	20210901
005801FF0001005005D300692D38050B	0938	58	20210901
005801FF0001005005D300692D38051C	0939	58	20210901
005801FF0001005005D300692D380546	0939	58	20210901
005801FF0001005005D300692D38056B	0939	58	20210901
005801FF0001005005D300692D380570	0939	58	20210901
005801FF0001005005D300692D3805D4	0939	58	20210901
005801FF0001005005D300692D3805D5	0938	58	20210901
005801FF0001005005D300692D3805D9	0939	58	20210901
005801FF0001005005D300692D38065A	0939	58	20210901
005801FF0001005005D300692D3806B6	0939	58	20210901
005801FF0001005005D300692D3806BC	0939	58	20210901
005801FF0001005005D300692D3806D5	0939	58	20210901
005801FF0001005005D300692D3806F8	0939	58	20210901
005801FF0001005005D300692D380702	0939	58	20210901
005801FF0001005005D300692D380728	0939	58	20210901
005801FF0001005005D300692D38078F	0939	58	20210901
005801FF0001005005D300692D3807AB	0939	58	20210901
005801FF0001005005D300692D3807FC	0939	58	20210901
005801FF0001005005D300692D380868	0939	58	20210901
005801FF0001005005D300692D380869	0939	58	20210901
005801FF0001005005D300692D3808EB	0939	58	20210901
005801FF0001005005D300692D380903	0939	58	20210901
005801FF0001005005D300692D38090B	0939	58	20210901
005801FF0001005005D300692D380914	0939	58	20210901
005801FF0001005005D300692D380924	0938	58	20210901
005801FF0001005005D300692D380937	0938	58	20210901
005801FF0001005005D300692D38093A	0939	58	20210901
005801FF0001005005D300692D38093D	0939	58	20210901
005801FF0001005005D300692D38098E	0938	58	20210901
005801FF0001005005D300692D380990	0938	58	20210901
005801FF0001005005D300692D380996	0939	58	20210901
005801FF0001005005D300692D380A06	0938	58	20210901
005801FF0001005005D300692D380AA6	0938	58	20210901
005801FF0001005005D300692D380ABF	0938	58	20210901
005801FF0001005005D300692D380AC8	0938	58	20210901
005801FF0001005005D300692D380B2A	0938	58	20210901
005801FF0001005005D300692D380B4D	0938	58	20210901
005801FF0001005005D300692D380B4F	0938	58	20210901
005801FF0001005005D300692D380B59	0938	58	20210901
005801FF0001005005D300692D380B5E	0938	58	20210901
005801FF0001005005D300692D380BCD	0938	58	20210901
005801FF0001005005D300692D380BD5	0939	58	20210901
005801FF0001005005D300692D380BE4	0938	58	20210901
005801FF0001005005D300692D380C06	0939	58	20210901
005801FF0001005005D300692D380C6B	0938	58	20210901
005801FF0001005005D300692D380CBA	0938	58	20210901
005801FF0001005005D300692D380CC8	0938	58	20210901
005801FF0001005005D300692D380D38	0939	58	20210901
005801FF0001005005D300692D380D96	0939	58	20210901
005801FF0001005005D300692D380E1D	0939	58	20210901
005801FF0001005005D300692D380E20	0939	58	20210901
005801FF0001005005D300692D380E83	0939	58	20210901
005801FF0001005005D300692D380EE3	0939	58	20210901
005801FF0001005005D300692D380EEC	0939	58	20210901
005801FF0001005005D300692D380F1F	0939	58	20210901
005801FF0001005005D300692D380F87	0939	58	20210901
005801FF0001005005D300692D380F8E	0939	58	20210901
005801FF0001005005D300692D380FBB	0939	58	20210901
005801FF0001005005D300692D380FD6	0939	58	20210901
005801FF0001005005D300692D380FDB	0939	58	20210901
005801FF0001005005D300692D381000	0939	58	20210901
005801FF0001005005D300692D381001	0939	58	20210901
005801FF0001005005D300692D38105B	0939	58	20210901
005801FF0001005005D300692D381082	0939	58	20210901
005801FF0001005005D300692D38108A	0939	58	20210901
005801FF0001005005D300692D3810C6	0939	58	20210901
005801FF0001005005D300692D3810D0	0939	58	20210901
005801FF0001005005D300692D381106	0939	58	20210901
005801FF0001005005D300692D381122	0939	58	20210901
005801FF0001005005D300692D381134	0938	58	20210901
005801FF0001005005D300692D381160	0939	58	20210901
005801FF0001005005D300692D38117A	0939	58	20210901
005801FF0001005005D300692D381188	0939	58	20210901
005801FF0001005005D300692D3811A0	0938	58	20210901
005801FF0001005005D300692D38120B	0939	58	20210901
005801FF0001005005D300692D38126F	0939	58	20210901
005801FF0001005005D300692D38128C	0939	58	20210901
005801FF0001005005D300692D38128E	0939	58	20210901
005801FF0001005005D300692D381297	0939	58	20210901
005801FF0001005005D300692D3812AB	0939	58	20210901
005801FF0001005005D300692D3812CA	0939	58	20210901
005801FF0001005005D300692D3812CD	0939	58	20210901
005801FF0001005005D300692D38136E	0939	58	20210901
005801FF0001005005D300692D3813AE	0939	58	20210901
005801FF0001005005D300692D3813BE	0939	58	20210901
005801FF0001005005D300692D3813EB	0939	58	20210901
005801FF0001005005D300692D381424	0939	58	20210901
005801FF0001005005D300692D38145A	0939	58	20210901
005801FF0001005005D300692D381468	0939	58	20210901
005801FF0001005005D300692D3814A5	0939	58	20210901
005801FF0001005005D300692D3814B4	0939	58	20210901
005801FF0001005005D300692D3814C0	0939	58	20210901
005801FF0001005005D300692D3814CB	0939	58	20210901
005801FF0001005005D300692D3814CF	0939	58	20210901
005801FF0001005005D300692D3814FE	0939	58	20210901
005801FF0001005005D300692D381519	0939	58	20210901
005801FF0001005005D300692D381528	0939	58	20210901
005801FF0001005005D300692D38153B	0939	58	20210901
005801FF0001005005D300692D3815F7	0938	58	20210901
005801FF0001005005D300692D381643	0938	58	20210901
005801FF0001005005D300692D381666	0939	58	20210901
005801FF0001005005D300692D3816A3	0938	58	20210901
005801FF0001005005D300692D3816DD	0938	58	20210901
005801FF0001005005D300692D3816FD	0938	58	20210901
005801FF0001005005D300692D381704	0938	58	20210901
005801FF0001005005D300692D381718	0938	58	20210901
005801FF0001005005D300692D38175D	0939	58	20210901
005801FF0001005005D300692D38176C	0939	58	20210901
005801FF0001005005D300692D381795	0939	58	20210901
005801FF0001005005D300692D38179E	0939	58	20210901
005801FF0001005005D300692D381836	0938	58	20210901
005801FF0001005005D300692D38183B	0939	58	20210901
005801FF0001005005D300692D381852	0938	58	20210901
005801FF0001005005D300692D381856	0939	58	20210901
005801FF0001005005D300692D381871	0938	58	20210901
005801FF0001005005D300692D381872	0938	58	20210901
005801FF0001005005D300692D38187A	0938	58	20210901
005801FF0001005005D300692D38187E	0938	58	20210901
005801FF0001005005D300692D3818F1	0939	58	20210901
005801FF0001005005D300692D3818FE	0939	58	20210901
005801FF0001005005D300692D381979	0939	58	20210901
005801FF0001005005D300692D3819B5	0939	58	20210901
005801FF0001005005D300692D3819C1	0939	58	20210901
005801FF0001005005D300692D3819D9	0939	58	20210901
005801FF0001005005D300692D381A0C	0939	58	20210901
005801FF0001005005D300692D381A26	0939	58	20210901
005801FF0001005005D300692D381A74	0938	58	20210901
005801FF0001005005D300692D381AB8	0939	58	20210901
005801FF0001005005D300692D381AE7	0939	58	20210901
005801FF0001005005D300692D381B01	0939	58	20210901
005801FF0001005005D300692D381B27	0939	58	20210901
005801FF0001005005D300692D381B35	0938	58	20210901
005801FF0001005005D300692D381B8D	0939	58	20210901
005801FF0001005005D300692D381BF4	0938	58	20210901
005801FF0001005005D300692D381BFE	0939	58	20210901
005801FF0001005005D300692D381C10	0939	58	20210901
005801FF0001005005D300692D381C15	0939	58	20210901
005801FF0001005005D300692D381C1C	0939	58	20210901
005801FF0001005005D300692D381C67	0939	58	20210901
005801FF0001005005D300692D381CFF	0939	58	20210901
005801FF0001005005D300692D381D51	0939	58	20210901
005801FF0001005005D300692D381D5A	0939	58	20210901
005801FF0001005005D300692D381DD7	0938	58	20210901
005801FF0001005005D300692D381DDF	0939	58	20210901
005801FF0001005005D300692D381DF4	0939	58	20210901
005801FF0001005005D300692D381DFD	0939	58	20210901
005801FF0001005005D300692D381E0C	0939	58	20210901
005801FF0001005005D300692D381E0E	0939	58	20210901
005801FF0001005005D300692D381E2C	0938	58	20210901
005801FF0001005005D300692D381E44	0939	58	20210901
005801FF0001005005D300692D381EB3	0939	58	20210901
005801FF0001005005D300692D381EBC	0939	58	20210901
005801FF0001005005D300692D381EC4	0939	58	20210901
005801FF0001005005D300692D381ECC	0939	58	20210901
005801FF0001005005D300692D381EF9	0939	58	20210901
005801FF0001005005D300692D381F43	0939	58	20210901
005801FF0001005005D300692D381F51	0939	58	20210901
005801FF0001005005D300692D381F77	0938	58	20210901
005801FF0001005005D300692D381F98	0938	58	20210901
005801FF0001005005D300692D381FAB	0938	58	20210901
005801FF0001005005D300692D381FBE	0938	58	20210901
005801FF0001005005D300692D381FE9	0938	58	20210901
005801FF0001005005D300692D381FFE	0938	58	20210901
005801FF0001005005D300692D382020	0938	58	20210901
005801FF0001005005D300692D38202A	0939	58	20210901
005801FF0001005005D300692D382038	0938	58	20210901
005801FF0001005006D400692D3D9C52	0931	58	20210901
005801FF0001005006D400692D3D9C87	0931	58	20210901
005801FF0001005006D400692D3D9C96	0931	58	20210901
005801FF0001005006D400692D3D9CFC	0930	58	20210901
005801FF0001005006D400692D3D9D1C	0931	58	20210901
005801FF0001005006D400692D3D9D80	0931	58	20210901
005801FF0001005006D400692D3D9D89	0934	58	20210901
005801FF0001005006D400692D3D9DD4	0931	58	20210901
005801FF0001005006D400692D3D9E1F	0931	58	20210901
005801FF0001005006D400692D3D9E6A	0931	58	20210901
005801FF0001005006D400692D3D9E6E	0931	58	20210901
