htv_deviceinfo_dm.deviceid	htv_deviceinfo_dm.model	htv_deviceinfo_dm.manufacturer	htv_deviceinfo_dm.cp_name
005801FF0001005005D300692D37D585	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D586	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D58D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D58E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D590	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D591	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D593	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D594	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D595	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D596	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D598	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D59A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D59C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D59E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5A2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5A4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5A8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5AA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5AD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5AE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5B1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5B2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5B4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5B5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5B6	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5BA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5BB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5BD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5BF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5C0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5C1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5C3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5C5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5C6	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5CA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5CB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5CD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5D2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5D3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5D4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5D8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5DA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5DD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5DF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5E0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5E3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5E7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5E8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5E9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5EE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5F1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5F3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5F4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5F5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5FA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D5FD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D604	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D606	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D609	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D60B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D60C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D60F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D611	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D612	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D616	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D619	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D61A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D61D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D620	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D626	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D628	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D629	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D62F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D631	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D632	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D633	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D635	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D636	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D63F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D641	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D643	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D644	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D646	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D648	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D64B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D64D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D650	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D655	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D657	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D65A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D65C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D65D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D65F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D660	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D663	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D664	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D665	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D666	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D667	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D66A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D66D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D670	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D672	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D674	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D678	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D67A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D67B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D67C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D67D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D684	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D685	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D687	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D68A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D68B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D68C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D68E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D690	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D698	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D699	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D69B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D69C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D69F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6A0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6A1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6A2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6A3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6A6	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6A7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6A8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6AA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6AB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6AD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6AE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6AF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6B0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6B4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6B6	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6B9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6BF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6C1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6C2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6C4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6C7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6C8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6CD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6D2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6D3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6D5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6D6	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6D8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6D9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6DC	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6DD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6DF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6E0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6E3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6E5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6E7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6EB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6EF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6F3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6F5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6F8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6F9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D6FF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D702	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D705	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D708	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D70C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D70D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D713	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D717	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D719	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D71A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D71B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D71C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D71E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D722	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D724	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D725	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D726	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D728	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D729	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D72A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D731	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D732	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D734	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D735	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D736	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D737	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D73E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D748	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D74A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D74E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D754	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D757	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D75B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D75D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D761	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D766	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D767	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D76C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D76D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D76E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D76F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D770	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D776	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D778	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D77B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D77D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D77E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D781	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D785	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D787	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D789	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D78D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D78E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D790	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D795	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D797	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D79B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D79C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D79D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D79F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7A1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7A2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7AA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7AD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7B2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7B3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7B4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7B5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7B6	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7BA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7BB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7BC	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7BD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7BE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7C1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7C2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7C3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7C7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7CB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7CC	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7CD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7CE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7D0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7D1	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7D5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7D8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7D9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7DB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7DC	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7E0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7E2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7E3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7E6	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7EE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7F6	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7F8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7FA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7FC	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7FD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D7FF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D809	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D80C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D810	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D813	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D814	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D815	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D819	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D81A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D81B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D81D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D81F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D821	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D823	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D824	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D826	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D829	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D82B	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D831	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D833	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D835	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D838	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D83C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D83E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D83F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D840	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D841	CM211-2_IPTV_GS	NULL	3
005801FF0001005005D300692D37D843	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D844	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D845	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D846	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D847	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D848	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D84A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D84C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D84D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D852	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D853	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D854	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D855	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D856	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D857	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D85C	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D860	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D865	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D867	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D869	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D86E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D870	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D873	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D874	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D876	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D877	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D87E	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D87F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D881	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D883	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D884	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D886	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D887	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D88A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D88D	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D88F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D894	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D895	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D898	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D89A	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D89F	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8A2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8A3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8A4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8A5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8A9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8AD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8AE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8B3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8B4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8B7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8B8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8B9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8BB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8BD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8BE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8BF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8C0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8C3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8C8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8CB	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8CE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8D2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8D3	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8D4	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8D8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8D9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8DA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8DC	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8DD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8DE	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8E5	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8E7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8EF	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8F0	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8F2	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8F6	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8F7	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8F8	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8F9	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8FA	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8FC	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D8FD	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D900	CM211-2_IPTV_GS	NULL	32
005801FF0001005005D300692D37D903	CM211-2_IPTV_GS	NULL	32
