htv_child_order_dm.deviceid	htv_child_order_dm.child_light_not_order	htv_child_order_dm.child_middle_not_order	htv_child_order_dm.child_high_not_order	htv_child_order_dm.date_time
005801FF0001007003B860D21C3E1AF3	0	0	1	20210901
005801FF0001007003B860D21C3E1AF5	0	0	1	20210901
005801FF0001007003B860D21C3E1B49	0	1	0	20210901
005801FF0001007003B860D21C3E1B57	1	0	0	20210901
005801FF0001007003B860D21C3E1B98	1	0	0	20210901
005801FF0001007003B860D21C3E1C1F	0	1	0	20210901
005801FF0001007003B860D21C3E1C21	0	0	1	20210901
005801FF0001007003B860D21C3E1C31	1	0	0	20210901
005801FF0001007003B860D21C3E1C65	1	0	0	20210901
005801FF0001007003B860D21C3E1CBD	1	0	0	20210901
005801FF0001007003B860D21C3E1D99	0	1	0	20210901
005801FF0001007003B860D21C3E1E34	0	0	1	20210901
005801FF0001007003B860D21C3E1F2B	0	0	1	20210901
005801FF0001007003B860D21C3E1FB5	0	0	1	20210901
005801FF0001007003B860D21C3E20E5	1	0	0	20210901
005801FF0001007003B860D21C3E20FC	1	0	0	20210901
005801FF0001007003B860D21C3E21C6	1	0	0	20210901
005801FF0001007003B860D21C3E224F	1	0	0	20210901
005801FF0001007003B860D21C3E2256	0	0	1	20210901
005801FF0001007003B860D21C3E227A	1	0	0	20210901
005801FF0001007003B860D21C3E22C5	1	0	0	20210901
005801FF0001007003B860D21C3E2311	1	0	0	20210901
005801FF0001007003B860D21C3E23C0	0	0	1	20210901
005801FF0001007003B860D21C3E241E	1	0	0	20210901
005801FF0001007003B860D21C3E2541	1	0	0	20210901
005801FF0001007003B860D21C3E25A7	0	0	1	20210901
005801FF0001007003B860D21C3E2656	1	0	0	20210901
005801FF0001007003B860D21C3E2669	1	0	0	20210901
005801FF0001007003B860D21C3E268A	0	1	0	20210901
005801FF0001007003B860D21C3E2690	1	0	0	20210901
005801FF0001007003B860D21C3E26C1	0	0	1	20210901
005801FF0001007003B860D21C3E2720	0	0	1	20210901
005801FF0001007003B860D21C3E272D	0	1	0	20210901
005801FF0001007003B860D21C3E27CE	0	1	0	20210901
005801FF0001007003B860D21C3E2814	0	1	0	20210901
005801FF0001007003B860D21C3E283B	1	0	0	20210901
005801FF0001007003B860D21C3E28CA	1	0	0	20210901
005801FF0001007003B860D21C3E2920	0	0	1	20210901
005801FF0001007003B860D21C3E295E	1	0	0	20210901
005801FF0001007003B860D21C3E2984	1	0	0	20210901
005801FF0001007003B860D21C3E29A1	1	0	0	20210901
005801FF0001007003B860D21C3E29DD	0	1	0	20210901
005801FF0001007003B860D21C3E2A89	0	0	1	20210901
005801FF0001007003B860D21C3E2B39	0	1	0	20210901
005801FF0001007003B860D21C3E2BE6	0	1	0	20210901
005801FF0001007003B860D21C3E2BE9	0	0	1	20210901
005801FF0001007003B860D21C3E2C9C	0	1	0	20210901
005801FF0001007003B860D21C3E2CB2	1	0	0	20210901
005801FF0001007003B860D21C3E2CF8	1	0	0	20210901
005801FF0001007003B860D21C3E2D53	0	1	0	20210901
005801FF0001007003B860D21C3E2D71	1	0	0	20210901
005801FF0001007003B860D21C3E2F34	1	0	0	20210901
005801FF0001007003B860D21C3E2F90	0	0	1	20210901
005801FF0001007003B860D21C3E2F94	0	1	0	20210901
005801FF0001007003B860D21C3E2FA6	1	0	0	20210901
005801FF0001007003B860D21C3E302F	1	0	0	20210901
005801FF0001007003B860D21C3E305C	0	0	1	20210901
005801FF0001007003B860D21C3E30CF	0	0	1	20210901
005801FF0001007003B860D21C3E30D2	0	0	1	20210901
005801FF0001007003B860D21C3E3126	0	0	1	20210901
005801FF0001007003B860D21C3E3145	1	0	0	20210901
005801FF0001007003B860D21C3E31FD	1	0	0	20210901
005801FF0001007003B860D21C3E322E	0	0	1	20210901
005801FF0001007003B860D21C3E3230	1	0	0	20210901
005801FF0001007003B860D21C3E3238	1	0	0	20210901
005801FF0001007003B860D21C3E32E6	0	1	0	20210901
005801FF0001007003B860D21C3E32FC	0	1	0	20210901
005801FF0001007003B860D21C3E3350	0	1	0	20210901
005801FF0001007003B860D21C3E3366	0	1	0	20210901
005801FF0001007003B860D21C3E33DE	1	0	0	20210901
005801FF0001007003B860D21C3E3431	1	0	0	20210901
005801FF0001007003B860D21C3E34A7	1	0	0	20210901
005801FF0001007003B860D21C3E34B2	0	0	1	20210901
005801FF0001007003B860D21C3E3545	1	0	0	20210901
005801FF0001007003B860D21C3E354A	0	0	1	20210901
005801FF0001007003B860D21C3E35E8	1	0	0	20210901
005801FF0001007003B860D21C3E3654	1	0	0	20210901
005801FF0001007003B860D21C3E367C	1	0	0	20210901
005801FF0001007003B860D21C3E368A	0	1	0	20210901
005801FF0001007003B860D21C3E36A0	1	0	0	20210901
005801FF0001007003B860D21C3E36B3	0	0	1	20210901
005801FF0001007003B860D21C3E3822	1	0	0	20210901
005801FF0001007003B860D21C3E3826	0	0	1	20210901
005801FF0001007003B860D21C3E3844	0	1	0	20210901
005801FF0001007003B860D21C3E38FD	1	0	0	20210901
005801FF0001007003B860D21C3E390E	0	1	0	20210901
005801FF0001007003B860D21C3E391F	0	1	0	20210901
005801FF0001007003B860D21C3E3A87	0	0	1	20210901
005801FF0001007003B860D21C3E3AB3	1	0	0	20210901
005801FF0001007003B860D21C3E3AC0	1	0	0	20210901
005801FF0001007003B860D21C3E3ACB	0	0	1	20210901
005801FF0001007003B860D21C3E3B30	0	1	0	20210901
005801FF0001007003B860D21C3E3B36	0	0	1	20210901
005801FF0001007003B860D21C3E3B59	0	0	1	20210901
005801FF0001007003B860D21C3E3BB1	0	0	1	20210901
005801FF0001007003B860D21C3E3C08	0	1	0	20210901
005801FF0001007003B860D21C3E3C0E	0	0	1	20210901
005801FF0001007003B860D21C3E3C4E	1	0	0	20210901
005801FF0001007003B860D21C3E3CC9	1	0	0	20210901
005801FF0001007003B860D21C3E3D7D	0	0	1	20210901
005801FF0001007003B860D21C3E3DB7	1	0	0	20210901
005801FF0001007003B860D21C3E3DD0	1	0	0	20210901
005801FF0001007003B860D21C3E3DF8	0	1	0	20210901
005801FF0001007003B860D21C3E3EA3	0	0	1	20210901
005801FF0001007003B860D21C3E3EAA	1	0	0	20210901
005801FF0001007003B860D21C3E3F01	0	0	1	20210901
005801FF0001007003B860D21C3E3F9C	1	0	0	20210901
005801FF0001007003B860D21C3E3FCB	0	0	1	20210901
005801FF0001007003B860D21C3E3FD2	0	1	0	20210901
005801FF0001007003B860D21C3E3FD4	1	0	0	20210901
005801FF0001007003B860D21C3E3FE5	1	0	0	20210901
005801FF0001007003B860D21C3E405C	1	0	0	20210901
005801FF0001007003B860D21C3E4087	1	0	0	20210901
005801FF0001007003B860D21C3E40CD	0	0	1	20210901
005801FF0001007003B860D21C3E40F4	0	0	1	20210901
005801FF0001007003B860D21C3E412E	0	0	1	20210901
005801FF0001007003B860D21C3E4149	0	0	1	20210901
005801FF0001007003B860D21C3E416F	1	0	0	20210901
005801FF0001007005B860D21C3044F9	1	0	0	20210901
005801FF0001007005B860D21C304511	1	0	0	20210901
005801FF0001007005B860D21C30451D	0	1	0	20210901
005801FF0001007005B860D21C304535	1	0	0	20210901
005801FF0001007005B860D21C3045B7	1	0	0	20210901
005801FF0001007005B860D21C304659	1	0	0	20210901
005801FF0001007005B860D21C3046B9	1	0	0	20210901
005801FF0001007005B860D21C304748	0	1	0	20210901
005801FF0001007005B860D21C304824	1	0	0	20210901
005801FF0001007005B860D21C3048E4	1	0	0	20210901
005801FF0001007005B860D21C3049E2	0	1	0	20210901
005801FF0001007005B860D21C3049FB	1	0	0	20210901
005801FF0001007005B860D21C304A7C	1	0	0	20210901
005801FF0001007005B860D21C304ADD	1	0	0	20210901
005801FF0001007005B860D21C304B4A	0	1	0	20210901
005801FF0001007005B860D21C304B8F	0	0	1	20210901
005801FF0001007005B860D21C304BA1	0	1	0	20210901
005801FF0001007005B860D21C304C05	1	0	0	20210901
005801FF0001007005B860D21C304C5B	1	0	0	20210901
005801FF0001007005B860D21C304CFF	1	0	0	20210901
005801FF0001007005B860D21C304E5D	1	0	0	20210901
005801FF0001007005B860D21C304F53	1	0	0	20210901
005801FF0001007005B860D21C304F5D	1	0	0	20210901
005801FF0001007005B860D21C304F8E	1	0	0	20210901
005801FF0001007005B860D21C305073	0	0	1	20210901
005801FF0001007005B860D21C305097	1	0	0	20210901
005801FF0001007005B860D21C3050C5	0	1	0	20210901
005801FF0001007005B860D21C30514A	0	0	1	20210901
005801FF0001007005B860D21C3051A8	1	0	0	20210901
005801FF0001007005B860D21C305231	1	0	0	20210901
005801FF0001007005B860D21C3052A6	0	0	1	20210901
005801FF0001007005B860D21C30533B	0	1	0	20210901
005801FF0001007005B860D21C3053BB	1	0	0	20210901
005801FF0001007005B860D21C305513	1	0	0	20210901
005801FF0001007005B860D21C305567	0	1	0	20210901
005801FF0001007005B860D21C305593	1	0	0	20210901
005801FF0001007005B860D21C3055D8	0	0	1	20210901
005801FF0001007005B860D21C3055DD	0	1	0	20210901
005801FF0001007005B860D21C3055EE	0	0	1	20210901
005801FF0001007005B860D21C305606	0	1	0	20210901
005801FF0001007005B860D21C305621	0	0	1	20210901
005801FF0001007005B860D21C30566F	1	0	0	20210901
005801FF0001007005B860D21C3056C5	0	0	1	20210901
005801FF0001007005B860D21C3057C2	0	1	0	20210901
005801FF0001007005B860D21C305818	1	0	0	20210901
005801FF0001007005B860D21C305820	1	0	0	20210901
005801FF0001007005B860D21C3058C0	1	0	0	20210901
005801FF0001007005B860D21C3058D2	1	0	0	20210901
005801FF0001007005B860D21C3058F1	0	1	0	20210901
005801FF0001007005B860D21C305990	1	0	0	20210901
005801FF0001007005B860D21C305A38	1	0	0	20210901
005801FF0001007005B860D21C305A65	1	0	0	20210901
005801FF0001007005B860D21C305A8B	0	1	0	20210901
005801FF0001007005B860D21C305AD1	1	0	0	20210901
005801FF0001007005B860D21C305AF0	1	0	0	20210901
005801FF0001007005B860D21C305C0A	1	0	0	20210901
005801FF0001007005B860D21C305CBC	0	1	0	20210901
005801FF0001007005B860D21C305CDC	0	1	0	20210901
005801FF0001007005B860D21C305D27	0	0	1	20210901
005801FF0001007005B860D21C305D37	1	0	0	20210901
005801FF0001007005B860D21C305D7A	0	1	0	20210901
005801FF0001007005B860D21C305DB0	1	0	0	20210901
005801FF0001007005B860D21C305FB5	1	0	0	20210901
005801FF0001007005B860D21C305FDB	1	0	0	20210901
005801FF0001007005B860D21C306099	1	0	0	20210901
005801FF0001007005B860D21C3060A7	1	0	0	20210901
005801FF0001007005B860D21C3060F7	1	0	0	20210901
005801FF0001007005B860D21C306181	1	0	0	20210901
005801FF0001007005B860D21C306186	1	0	0	20210901
005801FF0001007005B860D21C306201	1	0	0	20210901
005801FF0001007005B860D21C3062DC	1	0	0	20210901
005801FF0001007005B860D21C3062E2	1	0	0	20210901
005801FF0001007005B860D21C306350	0	1	0	20210901
005801FF0001007005B860D21C306355	1	0	0	20210901
005801FF0001007005B860D21C30641E	0	0	1	20210901
005801FF0001007005B860D21C306486	0	1	0	20210901
005801FF0001007005B860D21C30648D	1	0	0	20210901
005801FF0001007005B860D21C30648F	1	0	0	20210901
005801FF0001007005B860D21C306583	1	0	0	20210901
005801FF0001007005B860D21C30659C	1	0	0	20210901
005801FF0001007005B860D21C3065C0	0	0	1	20210901
005801FF0001007005B860D21C3065DB	1	0	0	20210901
005801FF0001007005B860D21C306684	0	1	0	20210901
005801FF0001007005B860D21C3066BE	1	0	0	20210901
005801FF0001007005B860D21C3066E2	1	0	0	20210901
005801FF0001007005B860D21C3066F2	0	0	1	20210901
005801FF0001007005B860D21C306716	0	1	0	20210901
005801FF0001007005B860D21C30671D	1	0	0	20210901
005801FF0001007005B860D21C306752	0	0	1	20210901
005801FF0001007005B860D21C306777	1	0	0	20210901
005801FF0001007005B860D21C3067BF	1	0	0	20210901
005801FF0001007005B860D21C30682E	0	1	0	20210901
005801FF0001007005B860D21C3068A4	1	0	0	20210901
005801FF0001007005B860D21C3069A5	0	0	1	20210901
005801FF0001007005B860D21C3069C2	1	0	0	20210901
005801FF0001007005B860D21C3069E1	1	0	0	20210901
005801FF0001007005B860D21C306A1C	1	0	0	20210901
005801FF0001007005B860D21C306A23	0	1	0	20210901
005801FF0001007005B860D21C306A3C	1	0	0	20210901
005801FF0001007005B860D21C306A4B	0	0	1	20210901
005801FF0001007005B860D21C306B16	0	1	0	20210901
005801FF0001007005B860D21C306B2F	1	0	0	20210901
005801FF0001007005B860D21C306B34	0	1	0	20210901
005801FF0001007005B860D21C306B44	1	0	0	20210901
005801FF0001007005B860D21C306B4E	0	0	1	20210901
005801FF0001007005B860D21C306BE1	1	0	0	20210901
005801FF0001007005B860D21C306C5F	0	0	1	20210901
005801FF0001007005B860D21C306C64	0	0	1	20210901
005801FF0001007005B860D21C306E52	0	0	1	20210901
005801FF0001007005B860D21C306E7D	1	0	0	20210901
005801FF0001007005B860D21C306F0B	1	0	0	20210901
005801FF0001007005B860D21C306F12	0	1	0	20210901
005801FF0001007005B860D21C306F93	1	0	0	20210901
005801FF0001007005B860D21C306FFB	1	0	0	20210901
005801FF0001007005B860D21C30704A	0	0	1	20210901
005801FF0001007005B860D21C30704B	1	0	0	20210901
005801FF0001007005B860D21C3070FB	1	0	0	20210901
005801FF0001007005B860D21C307161	0	1	0	20210901
005801FF0001007005B860D21C30725B	1	0	0	20210901
005801FF0001007005B860D21C3072D3	1	0	0	20210901
005801FF0001007005B860D21C307362	1	0	0	20210901
005801FF0001007005B860D21C307365	0	1	0	20210901
005801FF0001007005B860D21C30741E	1	0	0	20210901
005801FF0001007005B860D21C30749B	0	1	0	20210901
005801FF0001007005B860D21C307576	1	0	0	20210901
005801FF0001007005B860D21C307656	0	1	0	20210901
005801FF0001007005B860D21C307678	0	0	1	20210901
005801FF0001007005B860D21C3076F1	0	1	0	20210901
005801FF0001007005B860D21C307768	1	0	0	20210901
005801FF0001007005B860D21C30776F	1	0	0	20210901
005801FF0001007005B860D21C3077AC	0	1	0	20210901
005801FF0001007005B860D21C3077BB	0	1	0	20210901
005801FF0001007005B860D21C3077F1	1	0	0	20210901
005801FF0001007005B860D21C3077F7	0	0	1	20210901
005801FF0001007005B860D21C3077F9	0	1	0	20210901
005801FF0001007005B860D21C307800	1	0	0	20210901
005801FF0001007005B860D21C307806	1	0	0	20210901
005801FF0001007005B860D21C307843	0	1	0	20210901
005801FF0001007005B860D21C30789E	1	0	0	20210901
005801FF0001007005B860D21C3078BD	0	1	0	20210901
005801FF0001007005B860D21C3078EA	0	1	0	20210901
005801FF0001007005B860D21C307A01	0	0	1	20210901
005801FF0001007005B860D21C307A29	0	0	1	20210901
005801FF0001007005B860D21C307A2D	0	0	1	20210901
005801FF0001007005B860D21C307A4F	1	0	0	20210901
005801FF0001007005B860D21C307AA4	0	1	0	20210901
005801FF0001007005B860D21C307B66	0	0	1	20210901
005801FF0001007005B860D21C307BCA	0	1	0	20210901
005801FF0001007005B860D21C307C6A	0	0	1	20210901
005801FF0001007005B860D21C307CA4	0	1	0	20210901
005801FF0001007005B860D21C307D13	1	0	0	20210901
005801FF0001007005B860D21C307D67	0	0	1	20210901
005801FF0001007005B860D21C307DB1	1	0	0	20210901
005801FF0001007005B860D21C307E26	0	0	1	20210901
005801FF0001007005B860D21C307ECC	0	0	1	20210901
005801FF0001007005B860D21C307FEB	1	0	0	20210901
005801FF0001007005B860D21C3080D1	0	0	1	20210901
005801FF0001007005B860D21C30811E	0	0	1	20210901
005801FF0001007005B860D21C30816F	1	0	0	20210901
005801FF0001007005B860D21C30826C	0	0	1	20210901
005801FF0001007005B860D21C30827E	1	0	0	20210901
005801FF0001007005B860D21C3082CA	1	0	0	20210901
005801FF0001007005B860D21C3082EB	0	1	0	20210901
005801FF0001007005B860D21C30841B	1	0	0	20210901
005801FF0001007005B860D21C30847D	1	0	0	20210901
005801FF0001007005B860D21C308481	0	0	1	20210901
005801FF0001007005B860D21C30848E	0	1	0	20210901
005801FF0001007005B860D21C3084A5	1	0	0	20210901
005801FF0001007005B860D21C3084C5	1	0	0	20210901
005801FF0001007005B860D21C3084DB	0	0	1	20210901
005801FF0001007005B860D21C3084E9	0	0	1	20210901
005801FF0001007005B860D21C308515	0	1	0	20210901
005801FF0001007005B860D21C308580	1	0	0	20210901
005801FF0001007005B860D21C30873D	1	0	0	20210901
005801FF0001007005B860D21C308781	1	0	0	20210901
005801FF0001007005B860D21C308782	1	0	0	20210901
005801FF0001007005B860D21C3087AD	1	0	0	20210901
005801FF0001007005B860D21C30886C	1	0	0	20210901
005801FF0001007005B860D21C308997	0	0	1	20210901
005801FF0001007005B860D21C3089B8	0	1	0	20210901
005801FF0001007005B860D21C308ABB	1	0	0	20210901
005801FF0001007005B860D21C308B18	1	0	0	20210901
005801FF0001007005B860D21C308C43	0	0	1	20210901
005801FF0001007005B860D21C308CE2	0	0	1	20210901
005801FF0001007005B860D21C308CEB	0	0	1	20210901
005801FF0001007005B860D21C308D82	0	0	1	20210901
005801FF0001007005B860D21C308DF1	1	0	0	20210901
005801FF0001007005B860D21C308E0C	0	0	1	20210901
005801FF0001007005B860D21C308ED9	1	0	0	20210901
005801FF0001007005B860D21C308EDF	0	0	1	20210901
005801FF0001007005B860D21C308F9F	0	1	0	20210901
005801FF0001007005B860D21C309016	0	0	1	20210901
005801FF0001007005B860D21C30915E	1	0	0	20210901
005801FF0001007005B860D21C309205	0	0	1	20210901
005801FF0001007005B860D21C30920C	1	0	0	20210901
005801FF0001007005B860D21C309278	0	1	0	20210901
005801FF0001007005B860D21C3092B8	1	0	0	20210901
005801FF0001007005B860D21C30931B	0	1	0	20210901
005801FF0001007005B860D21C309344	1	0	0	20210901
005801FF0001007005B860D21C30942C	0	0	1	20210901
005801FF0001007005B860D21C3095E7	1	0	0	20210901
005801FF0001007005B860D21C309626	0	1	0	20210901
005801FF0001007005B860D21C30964E	1	0	0	20210901
005801FF0001007005B860D21C3096B1	1	0	0	20210901
005801FF0001007005B860D21C309700	1	0	0	20210901
005801FF0001007005B860D21C309744	0	0	1	20210901
005801FF0001007005B860D21C30974A	0	1	0	20210901
005801FF0001007005B860D21C30975C	0	0	1	20210901
005801FF0001007005B860D21C3098A8	0	1	0	20210901
005801FF0001007005B860D21C30996B	0	1	0	20210901
005801FF0001007005B860D21C3099EA	1	0	0	20210901
005801FF0001007005B860D21C309A04	1	0	0	20210901
005801FF0001007005B860D21C309A28	1	0	0	20210901
005801FF0001007005B860D21C309A49	1	0	0	20210901
005801FF0001007005B860D21C309A9E	1	0	0	20210901
005801FF0001007005B860D21C309AB0	0	1	0	20210901
005801FF0001007005B860D21C309BD8	0	1	0	20210901
005801FF0001007005B860D21C309C86	1	0	0	20210901
005801FF0001007005B860D21C309D64	0	0	1	20210901
005801FF0001007005B860D21C309E38	0	0	1	20210901
005801FF0001007005B860D21C309E95	1	0	0	20210901
005801FF0001007005B860D21C309EE3	0	1	0	20210901
005801FF0001007005B860D21C309F08	1	0	0	20210901
005801FF0001007005B860D21C309F6E	0	0	1	20210901
005801FF0001007005B860D21C30A01F	1	0	0	20210901
005801FF0001007005B860D21C30A060	0	1	0	20210901
005801FF0001007005B860D21C30A079	0	1	0	20210901
005801FF0001007005B860D21C30A1FF	0	0	1	20210901
005801FF0001007005B860D21C30A232	1	0	0	20210901
005801FF0001007005B860D21C30A309	1	0	0	20210901
005801FF0001007005B860D21C30A332	1	0	0	20210901
005801FF0001007005B860D21C30A33B	0	1	0	20210901
005801FF0001007005B860D21C30A35E	0	1	0	20210901
005801FF0001007005B860D21C30A37F	1	0	0	20210901
005801FF0001007005B860D21C30A3AF	0	1	0	20210901
005801FF0001007005B860D21C30A3EC	1	0	0	20210901
005801FF0001007005B860D21C30A422	0	0	1	20210901
005801FF0001007005B860D21C30A44A	1	0	0	20210901
005801FF0001007005B860D21C30A466	0	1	0	20210901
005801FF0001007005B860D21C30A46A	1	0	0	20210901
005801FF0001007005B860D21C30A46F	0	1	0	20210901
005801FF0001007005B860D21C30A474	1	0	0	20210901
005801FF0001007005B860D21C30A49B	0	1	0	20210901
005801FF0001007005B860D21C30A4A4	1	0	0	20210901
005801FF0001007005B860D21C30A4B0	0	1	0	20210901
005801FF0001007005B860D21C30A4C4	0	0	1	20210901
005801FF0001007005B860D21C30A4C6	0	0	1	20210901
005801FF0001007005B860D21C30A4F6	1	0	0	20210901
005801FF0001007005B860D21C30A4F7	0	1	0	20210901
005801FF0001007005B860D21C30A641	0	1	0	20210901
005801FF0001007005B860D21C30A6DB	0	0	1	20210901
005801FF0001007005B860D21C30A6E8	0	1	0	20210901
005801FF0001007005B860D21C30A774	1	0	0	20210901
005801FF0001007005B860D21C30A779	1	0	0	20210901
005801FF0001007005B860D21C30A7BD	1	0	0	20210901
005801FF0001007005B860D21C30A819	0	0	1	20210901
005801FF0001007005B860D21C30A836	1	0	0	20210901
005801FF0001007005B860D21C30A856	0	0	1	20210901
005801FF0001007005B860D21C30A85C	1	0	0	20210901
005801FF0001007005B860D21C30A86F	0	0	1	20210901
005801FF0001007005B860D21C30A910	1	0	0	20210901
005801FF0001007005B860D21C30A917	0	0	1	20210901
005801FF0001007005B860D21C30A935	1	0	0	20210901
005801FF0001007005B860D21C30AA26	1	0	0	20210901
005801FF0001007005B860D21C30AA8C	0	1	0	20210901
005801FF0001007005B860D21C30AAC5	0	0	1	20210901
005801FF0001007005B860D21C30AADD	0	1	0	20210901
005801FF0001007005B860D21C30AAEE	0	0	1	20210901
005801FF0001007005B860D21C30AAF3	1	0	0	20210901
005801FF0001007005B860D21C30AB1B	1	0	0	20210901
005801FF0001007005B860D21C30AB40	1	0	0	20210901
005801FF0001007005B860D21C30AB70	1	0	0	20210901
005801FF0001007005B860D21C30ABF2	1	0	0	20210901
005801FF0001007005B860D21C30ABFE	1	0	0	20210901
005801FF0001007005B860D21C30AC19	1	0	0	20210901
005801FF0001007005B860D21C30AC2A	0	1	0	20210901
005801FF0001007005B860D21C30ACE2	1	0	0	20210901
005801FF0001007005B860D21C30AD0B	0	0	1	20210901
005801FF0001007005B860D21C30AD0C	0	1	0	20210901
005801FF0001007005B860D21C30AD19	1	0	0	20210901
005801FF0001007005B860D21C30AD2E	0	1	0	20210901
005801FF0001007005B860D21C30AD6E	1	0	0	20210901
