htv_child_order_dm.deviceid	htv_child_order_dm.child_light_not_order	htv_child_order_dm.child_middle_not_order	htv_child_order_dm.child_high_not_order	htv_child_order_dm.date_time
005801FF0001007005B860D21C30AD72	0	0	1	20210901
005801FF0001007005B860D21C30AD80	0	0	1	20210901
005801FF0001007005B860D21C30ADA6	1	0	0	20210901
005801FF0001007005B860D21C30ADD1	0	1	0	20210901
005801FF0001007005B860D21C30ADDC	1	0	0	20210901
005801FF0001007005B860D21C30ADEA	1	0	0	20210901
005801FF0001007005B860D21C30AE01	0	0	1	20210901
005801FF0001007005B860D21C30AE5F	0	0	1	20210901
005801FF0001007005B860D21C30AE74	0	0	1	20210901
005801FF0001007005B860D21C30AECB	1	0	0	20210901
005801FF0001007005B860D21C30AED9	0	0	1	20210901
005801FF0001007005B860D21C30AEDE	0	1	0	20210901
005801FF0001007005B860D21C30AEE3	0	1	0	20210901
005801FF0001007005B860D21C30AEFA	0	0	1	20210901
005801FF0001007005B860D21C30AF2B	1	0	0	20210901
005801FF0001007005B860D21C30B019	0	1	0	20210901
005801FF0001007005B860D21C30B02D	0	0	1	20210901
005801FF0001007005B860D21C30B073	0	0	1	20210901
005801FF0001007005B860D21C30B076	0	0	1	20210901
005801FF0001007005B860D21C30B15B	1	0	0	20210901
005801FF0001007005B860D21C30B234	0	0	1	20210901
005801FF0001007005B860D21C30B290	0	1	0	20210901
005801FF0001007005B860D21C30B2A1	1	0	0	20210901
005801FF0001007005B860D21C30B2F3	1	0	0	20210901
005801FF0001007005B860D21C30B372	1	0	0	20210901
005801FF0001007005B860D21C30B384	1	0	0	20210901
005801FF0001007005B860D21C30B3BC	1	0	0	20210901
005801FF0001007005B860D21C30B3CB	1	0	0	20210901
005801FF0001007005B860D21C30B404	1	0	0	20210901
005801FF0001007005B860D21C30B40E	0	0	1	20210901
005801FF0001007005B860D21C30B516	0	0	1	20210901
005801FF0001007005B860D21C30B5A1	1	0	0	20210901
005801FF0001007005B860D21C30B5B6	1	0	0	20210901
005801FF0001007005B860D21C30B5BB	1	0	0	20210901
005801FF0001007005B860D21C30B5C1	1	0	0	20210901
005801FF0001007005B860D21C30B605	0	1	0	20210901
005801FF0001007005B860D21C30B648	1	0	0	20210901
005801FF0001007005B860D21C30B656	1	0	0	20210901
005801FF0001007005B860D21C30B66A	1	0	0	20210901
005801FF0001007005B860D21C30B67D	1	0	0	20210901
005801FF0001007005B860D21C30B6BC	0	0	1	20210901
005801FF0001007005B860D21C30B6DF	0	0	1	20210901
005801FF0001007005B860D21C30B71A	0	1	0	20210901
005801FF0001007005B860D21C30B76D	0	0	1	20210901
005801FF0001007005B860D21C30B838	0	1	0	20210901
005801FF0001007005B860D21C30B869	1	0	0	20210901
005801FF0001007005B860D21C30B896	0	1	0	20210901
005801FF0001007005B860D21C30B89E	0	0	1	20210901
005801FF0001007005B860D21C30B910	1	0	0	20210901
005801FF0001007005B860D21C30B958	0	0	1	20210901
005801FF0001007005B860D21C30B9AA	0	1	0	20210901
005801FF0001007005B860D21C30B9C8	0	0	1	20210901
005801FF0001007005B860D21C30B9CD	1	0	0	20210901
005801FF0001007005B860D21C30BA30	1	0	0	20210901
005801FF0001007005B860D21C30BA61	0	0	1	20210901
005801FF0001007005B860D21C30BAA6	1	0	0	20210901
005801FF0001007005B860D21C30BBF4	0	1	0	20210901
005801FF0001007005B860D21C30BC17	0	1	0	20210901
005801FF0001007005B860D21C30BC91	0	1	0	20210901
005801FF0001007005B860D21C30BCBC	0	1	0	20210901
005801FF0001007005B860D21C30BD28	1	0	0	20210901
005801FF0001007005B860D21C30BD3D	0	1	0	20210901
005801FF0001007005B860D21C30BD78	0	1	0	20210901
005801FF0001007005B860D21C30BE27	1	0	0	20210901
005801FF0001007005B860D21C30BED9	0	0	1	20210901
005801FF0001007005B860D21C30BFD1	1	0	0	20210901
005801FF0001007005B860D21C30C0A4	0	0	1	20210901
005801FF0001007005B860D21C30C0CF	1	0	0	20210901
005801FF0001007005B860D21C30C196	0	1	0	20210901
005801FF0001007005B860D21C30C1E3	1	0	0	20210901
005801FF0001007005B860D21C30C1E5	0	0	1	20210901
005801FF0001007005B860D21C30C213	0	0	1	20210901
005801FF0001007005B860D21C30C2B3	1	0	0	20210901
005801FF0001007005B860D21C30C2E3	0	1	0	20210901
005801FF0001007005B860D21C30C30B	0	0	1	20210901
005801FF0001007005B860D21C30C489	0	0	1	20210901
005801FF0001007005B860D21C30C4CB	1	0	0	20210901
005801FF0001007005B860D21C30C4EE	0	1	0	20210901
005801FF0001007005B860D21C30C4FA	0	0	1	20210901
005801FF0001007005B860D21C30C557	1	0	0	20210901
005801FF0001007005B860D21C30C562	1	0	0	20210901
005801FF0001007005B860D21C30C5C4	1	0	0	20210901
005801FF0001007005B860D21C30C60C	1	0	0	20210901
005801FF0001007005B860D21C30C658	1	0	0	20210901
005801FF0001007005B860D21C30C671	0	0	1	20210901
005801FF0001007005B860D21C30C67F	0	0	1	20210901
005801FF0001007005B860D21C30C684	0	1	0	20210901
005801FF0001007005B860D21C30C685	1	0	0	20210901
005801FF0001007005B860D21C30C6C1	0	0	1	20210901
005801FF0001007005B860D21C30C799	0	0	1	20210901
005801FF0001007005B860D21C30C7F3	1	0	0	20210901
005801FF0001007005B860D21C30C818	0	1	0	20210901
005801FF0001007005B860D21C30C8C1	0	1	0	20210901
005801FF0001007005B860D21C30C91E	0	0	1	20210901
005801FF0001007005B860D21C30C9AC	1	0	0	20210901
005801FF0001007005B860D21C30C9C9	0	1	0	20210901
005801FF0001007005B860D21C30C9DC	1	0	0	20210901
005801FF0001007005B860D21C30CA53	1	0	0	20210901
005801FF0001007005B860D21C30CA6C	1	0	0	20210901
005801FF0001007005B860D21C30CA84	0	0	1	20210901
005801FF0001007005B860D21C30CACF	0	1	0	20210901
005801FF0001007005B860D21C30CAFA	0	0	1	20210901
005801FF0001007005B860D21C30CB14	1	0	0	20210901
005801FF0001007005B860D21C30CB1F	1	0	0	20210901
005801FF0001007005B860D21C30CB2D	1	0	0	20210901
005801FF0001007005B860D21C30CB3F	0	1	0	20210901
005801FF0001007005B860D21C30CB5E	0	1	0	20210901
005801FF0001007005B860D21C30CB6D	1	0	0	20210901
005801FF0001007005B860D21C30CB75	0	0	1	20210901
005801FF0001007005B860D21C30CC02	1	0	0	20210901
005801FF0001007005B860D21C30CC0A	1	0	0	20210901
005801FF0001007005B860D21C30CC14	0	0	1	20210901
005801FF0001007005B860D21C30CC27	1	0	0	20210901
005801FF0001007005B860D21C30CC4B	1	0	0	20210901
005801FF0001007005B860D21C30CC4F	0	1	0	20210901
005801FF0001007005B860D21C30CCB8	0	1	0	20210901
005801FF0001007005B860D21C30CCCA	0	1	0	20210901
005801FF0001007005B860D21C30CCE4	1	0	0	20210901
005801FF0001007005B860D21C30CCEB	0	1	0	20210901
005801FF0001007005B860D21C30CD43	1	0	0	20210901
005801FF0001007005B860D21C30CD51	0	1	0	20210901
005801FF0001007005B860D21C30CD55	1	0	0	20210901
005801FF0001007005B860D21C30CD68	0	1	0	20210901
005801FF0001007005B860D21C30CD93	1	0	0	20210901
005801FF0001007005B860D21C30CD96	0	0	1	20210901
005801FF0001007005B860D21C30CDAB	0	0	1	20210901
005801FF0001007005B860D21C30CDD1	0	0	1	20210901
005801FF0001007005B860D21C30CDD9	0	1	0	20210901
005801FF0001007005B860D21C30CE7A	1	0	0	20210901
005801FF0001007005B860D21C30CEFF	1	0	0	20210901
005801FF0001007005B860D21C30CF6D	0	1	0	20210901
005801FF0001007005B860D21C30CF74	0	0	1	20210901
005801FF0001007005B860D21C30CFE8	0	0	1	20210901
005801FF0001007005B860D21C30CFF9	1	0	0	20210901
005801FF0001007005B860D21C30D013	1	0	0	20210901
005801FF0001007005B860D21C30D031	0	0	1	20210901
005801FF0001007005B860D21C30D03D	0	0	1	20210901
005801FF0001007005B860D21C30D05C	0	0	1	20210901
005801FF0001007005B860D21C30D0BC	1	0	0	20210901
005801FF0001007005B860D21C30D0D3	1	0	0	20210901
005801FF0001007005B860D21C30D0F7	0	1	0	20210901
005801FF0001007005B860D21C30D0FC	0	0	1	20210901
005801FF0001007005B860D21C30D108	1	0	0	20210901
005801FF0001007005B860D21C30D12B	1	0	0	20210901
005801FF0001007005B860D21C30D1E7	0	1	0	20210901
005801FF0001007005B860D21C30D21B	0	0	1	20210901
005801FF0001007005B860D21C30D223	1	0	0	20210901
005801FF0001007005B860D21C30D258	1	0	0	20210901
005801FF0001007005B860D21C30D265	1	0	0	20210901
005801FF0001007005B860D21C30D2C9	1	0	0	20210901
005801FF0001007005B860D21C30D2D0	0	1	0	20210901
005801FF0001007005B860D21C30D2D4	0	0	1	20210901
005801FF0001007005B860D21C30D2EE	1	0	0	20210901
005801FF0001007005B860D21C30D37C	0	1	0	20210901
005801FF0001007005B860D21C30D380	0	1	0	20210901
005801FF0001007005B860D21C30D3A3	1	0	0	20210901
005801FF0001007005B860D21C30D3AF	0	1	0	20210901
005801FF0001007005B860D21C30D442	1	0	0	20210901
005801FF0001007005B860D21C30D467	1	0	0	20210901
005801FF0001007005B860D21C30D4BB	0	0	1	20210901
005801FF0001007005B860D21C30D4DC	1	0	0	20210901
005801FF0001007005B860D21C30D583	1	0	0	20210901
005801FF0001007005B860D21C30D642	0	0	1	20210901
005801FF0001007005B860D21C30D65F	0	0	1	20210901
005801FF0001007005B860D21C30D688	0	0	1	20210901
005801FF0001007005B860D21C30D68E	0	1	0	20210901
005801FF0001007005B860D21C30D6CC	1	0	0	20210901
005801FF0001007005B860D21C30D791	0	0	1	20210901
005801FF0001007005B860D21C30D85B	0	0	1	20210901
005801FF0001007005B860D21C30D8DC	1	0	0	20210901
005801FF0001007005B860D21C30D907	1	0	0	20210901
005801FF0001007005B860D21C30DA72	1	0	0	20210901
005801FF0001007005B860D21C30DAF1	1	0	0	20210901
005801FF0001007005B860D21C30DB37	0	0	1	20210901
005801FF0001007005B860D21C30DC9C	1	0	0	20210901
005801FF0001007005B860D21C30DD50	0	0	1	20210901
005801FF0001007005B860D21C30DD6F	1	0	0	20210901
005801FF0001007005B860D21C30DDE0	0	0	1	20210901
005801FF0001007005B860D21C30DE34	1	0	0	20210901
005801FF0001007005B860D21C30DED4	0	0	1	20210901
005801FF0001007005B860D21C30DF1F	0	0	1	20210901
005801FF0001007005B860D21C30DF66	0	0	1	20210901
005801FF0001007005B860D21C30DF9B	0	1	0	20210901
005801FF0001007005B860D21C30DFF9	0	0	1	20210901
005801FF0001007005B860D21C30E191	0	0	1	20210901
005801FF0001007005B860D21C30E21D	0	1	0	20210901
005801FF0001007005B860D21C30E25E	1	0	0	20210901
005801FF0001007005B860D21C30E294	1	0	0	20210901
005801FF0001007005B860D21C30E2C5	1	0	0	20210901
005801FF0001007005B860D21C30E2CD	1	0	0	20210901
005801FF0001007005B860D21C30E2F5	0	1	0	20210901
005801FF0001007005B860D21C30E36F	0	1	0	20210901
005801FF0001007005B860D21C30E381	0	1	0	20210901
005801FF0001007005B860D21C30E3FE	1	0	0	20210901
005801FF0001007005B860D21C30E431	0	0	1	20210901
005801FF0001007005B860D21C30E48C	1	0	0	20210901
005801FF0001007005B860D21C30E536	1	0	0	20210901
005801FF0001007005B860D21C30E54D	1	0	0	20210901
005801FF0001007005B860D21C30E58F	0	1	0	20210901
005801FF0001007005B860D21C30E5E8	0	1	0	20210901
005801FF0001007005B860D21C30E68C	1	0	0	20210901
005801FF0001007005B860D21C30E6A4	0	0	1	20210901
005801FF0001007005B860D21C30E6C7	0	1	0	20210901
005801FF0001007005B860D21C30E6C9	1	0	0	20210901
005801FF0001007005B860D21C30E6F8	0	0	1	20210901
005801FF0001007005B860D21C30E836	1	0	0	20210901
005801FF0001007005B860D21C30E841	1	0	0	20210901
005801FF0001007005B860D21C30E8D4	0	0	1	20210901
005801FF0001007005B860D21C30E8E4	1	0	0	20210901
005801FF0001007005B860D21C30E8F1	0	0	1	20210901
005801FF0001007005B860D21C30E918	1	0	0	20210901
005801FF0001007005B860D21C30E947	0	1	0	20210901
005801FF0001007005B860D21C30E98C	0	0	1	20210901
005801FF0001007005B860D21C30EA19	0	0	1	20210901
005801FF0001007005B860D21C30EA83	0	0	1	20210901
005801FF0001007005B860D21C30EAA6	1	0	0	20210901
005801FF0001007005B860D21C30EAA9	0	1	0	20210901
005801FF0001007005B860D21C30EBED	0	0	1	20210901
005801FF0001007005B860D21C30EBFA	0	1	0	20210901
005801FF0001007005B860D21C30ECA7	0	1	0	20210901
005801FF0001007005B860D21C30ECC7	0	0	1	20210901
005801FF0001007005B860D21C30ED4C	1	0	0	20210901
005801FF0001007005B860D21C30EDBA	1	0	0	20210901
005801FF0001007005B860D21C30EDD5	0	1	0	20210901
005801FF0001007005B860D21C30EDF4	1	0	0	20210901
005801FF0001007005B860D21C30EEAA	1	0	0	20210901
005801FF0001007005B860D21C30EEE6	1	0	0	20210901
005801FF0001007005B860D21C30EEF0	0	0	1	20210901
005801FF0001007005B860D21C30EF25	0	0	1	20210901
005801FF0001007005B860D21C30EF61	0	1	0	20210901
005801FF0001007005B860D21C30EF88	1	0	0	20210901
005801FF0001007005B860D21C30EF8F	0	0	1	20210901
005801FF0001007005B860D21C30F051	0	0	1	20210901
005801FF0001007005B860D21C30F0A1	1	0	0	20210901
005801FF0001007005B860D21C30F12E	1	0	0	20210901
005801FF0001007005B860D21C30F13F	0	0	1	20210901
005801FF0001007005B860D21C30F140	1	0	0	20210901
005801FF0001007005B860D21C30F245	0	1	0	20210901
005801FF0001007005B860D21C30F298	1	0	0	20210901
005801FF0001007005B860D21C30F2D3	1	0	0	20210901
005801FF0001007005B860D21C30F34C	1	0	0	20210901
005801FF0001007005B860D21C30F35D	1	0	0	20210901
005801FF0001007005B860D21C30F3DF	1	0	0	20210901
005801FF0001007005B860D21C30F52A	1	0	0	20210901
005801FF0001007005B860D21C30F6CF	1	0	0	20210901
005801FF0001007005B860D21C30F7AE	0	1	0	20210901
005801FF0001007005B860D21C30F7C2	1	0	0	20210901
005801FF0001007005B860D21C30F80F	0	0	1	20210901
005801FF0001007005B860D21C30F818	0	1	0	20210901
005801FF0001007005B860D21C30F8EC	1	0	0	20210901
005801FF0001007005B860D21C30F91F	0	0	1	20210901
005801FF0001007005B860D21C30F956	0	1	0	20210901
005801FF0001007005B860D21C30F9D2	1	0	0	20210901
005801FF0001007005B860D21C30FA14	0	1	0	20210901
005801FF0001007005B860D21C30FA3B	1	0	0	20210901
005801FF0001007005B860D21C30FA59	0	1	0	20210901
005801FF0001007005B860D21C30FA74	0	0	1	20210901
005801FF0001007005B860D21C30FAEC	1	0	0	20210901
005801FF0001007005B860D21C30FBFA	1	0	0	20210901
005801FF0001007005B860D21C30FC16	1	0	0	20210901
005801FF0001007005B860D21C30FCBA	0	0	1	20210901
005801FF0001007005B860D21C30FD61	0	0	1	20210901
005801FF0001007005B860D21C30FE61	0	1	0	20210901
005801FF0001007005B860D21C30FE62	0	1	0	20210901
005801FF0001007005B860D21C30FF4D	1	0	0	20210901
005801FF0001007005B860D21C310112	0	1	0	20210901
005801FF0001007005B860D21C310114	0	1	0	20210901
005801FF0001007005B860D21C31014D	0	0	1	20210901
005801FF0001007005B860D21C31019E	0	0	1	20210901
005801FF0001007005B860D21C3101B5	0	0	1	20210901
005801FF0001007005B860D21C3101B6	1	0	0	20210901
005801FF0001007005B860D21C3101CD	0	1	0	20210901
005801FF0001007005B860D21C3101DE	0	0	1	20210901
005801FF0001007005B860D21C310248	0	0	1	20210901
005801FF0001007005B860D21C310283	1	0	0	20210901
005801FF0001007005B860D21C3102A6	0	1	0	20210901
005801FF0001007005B860D21C3102EB	0	0	1	20210901
005801FF0001007005B860D21C3103CB	1	0	0	20210901
005801FF0001007005B860D21C31053B	1	0	0	20210901
005801FF0001007005B860D21C3105A7	1	0	0	20210901
005801FF0001007005B860D21C31062E	0	0	1	20210901
005801FF0001007005B860D21C310683	0	0	1	20210901
005801FF0001007005B860D21C3106C4	1	0	0	20210901
005801FF0001007005B860D21C31070B	0	0	1	20210901
005801FF0001007005B860D21C310761	0	1	0	20210901
005801FF0001007005B860D21C31076A	0	0	1	20210901
005801FF0001007005B860D21C310783	0	0	1	20210901
005801FF0001007005B860D21C3107D0	1	0	0	20210901
005801FF0001007005B860D21C31081F	1	0	0	20210901
005801FF0001007005B860D21C310892	1	0	0	20210901
005801FF0001007005B860D21C3E93DF	1	0	0	20210901
005801FF0001007005B860D21C3E9418	1	0	0	20210901
005801FF0001007005B860D21C3E944B	0	0	1	20210901
005801FF0001007005B860D21C3E94CB	1	0	0	20210901
005801FF0001007005B860D21C3E9521	0	1	0	20210901
005801FF0001007005B860D21C3E9580	0	1	0	20210901
005801FF0001007005B860D21C3E95D2	1	0	0	20210901
005801FF0001007005B860D21C3E95E7	1	0	0	20210901
005801FF0001007005B860D21C3E9613	1	0	0	20210901
005801FF0001007005B860D21C3E96EC	1	0	0	20210901
005801FF0001007005B860D21C3E977B	1	0	0	20210901
005801FF0001007005B860D21C3E97AF	1	0	0	20210901
005801FF0001007005B860D21C3E97F2	0	0	1	20210901
005801FF0001007005B860D21C3E9807	1	0	0	20210901
005801FF0001007005B860D21C3E980C	0	0	1	20210901
005801FF0001007005B860D21C3E9880	0	1	0	20210901
005801FF0001007005B860D21C3E98D2	1	0	0	20210901
005801FF0001007005B860D21C3E98DC	0	0	1	20210901
005801FF0001007005B860D21C3E98ED	1	0	0	20210901
005801FF0001007005B860D21C3E9914	1	0	0	20210901
005801FF0001007005B860D21C3E9968	0	1	0	20210901
005801FF0001007005B860D21C3E99C4	0	0	1	20210901
005801FF0001007005B860D21C3E99C9	0	0	1	20210901
005801FF0001007005B860D21C3E9A1E	0	1	0	20210901
005801FF0001007005B860D21C3E9A32	1	0	0	20210901
005801FF0001007005B860D21C3E9A40	1	0	0	20210901
005801FF0001007005B860D21C3E9A73	0	0	1	20210901
005801FF0001007005B860D21C3E9AC1	1	0	0	20210901
005801FF0001007005B860D21C3E9B30	1	0	0	20210901
005801FF0001007005B860D21C3E9B58	0	0	1	20210901
005801FF0001007005B860D21C3E9B75	0	1	0	20210901
005801FF0001007005B860D21C3E9C1A	0	0	1	20210901
005801FF0001007005B860D21C3E9CB1	1	0	0	20210901
005801FF0001007005B860D21C3E9D51	1	0	0	20210901
005801FF0001007005B860D21C3E9D56	1	0	0	20210901
005801FF0001007005B860D21C3E9D73	0	0	1	20210901
005801FF0001007005B860D21C3E9D9B	1	0	0	20210901
005801FF0001007005B860D21C3E9DBC	1	0	0	20210901
005801FF0001007005B860D21C3E9DD5	1	0	0	20210901
005801FF0001007005B860D21C3E9DF1	0	1	0	20210901
005801FF0001007005B860D21C3E9E13	0	1	0	20210901
005801FF0001007005B860D21C3E9E4A	1	0	0	20210901
005801FF0001007005B860D21C3E9E5A	0	1	0	20210901
005801FF0001007005B860D21C3E9E7C	0	1	0	20210901
005801FF0001007005B860D21C3E9E8D	0	0	1	20210901
005801FF0001007005B860D21C3E9EB7	1	0	0	20210901
005801FF0001007005B860D21C3E9EDD	0	1	0	20210901
005801FF0001007005B860D21C3E9EE5	0	0	1	20210901
005801FF0001007005B860D21C3E9F44	0	1	0	20210901
005801FF0001007005B860D21C3EA000	1	0	0	20210901
005801FF0001007005B860D21C3EA071	0	1	0	20210901
005801FF0001007005B860D21C3EA0CF	1	0	0	20210901
005801FF0001007005B860D21C3EA10D	0	1	0	20210901
005801FF0001007005B860D21C3EA121	0	0	1	20210901
005801FF0001007005B860D21C3EA129	0	1	0	20210901
005801FF0001007005B860D21C3EA141	0	1	0	20210901
005801FF0001007005B860D21C3EA161	1	0	0	20210901
005801FF0001007005B860D21C3EA16B	1	0	0	20210901
005801FF0001007005B860D21C3EA180	0	1	0	20210901
005801FF0001007005B860D21C3EA1CD	1	0	0	20210901
005801FF0001007005B860D21C3EA1D9	0	0	1	20210901
005801FF0001007005B860D21C3EA1EF	0	0	1	20210901
005801FF0001007005B860D21C3EA1F1	1	0	0	20210901
005801FF0001007005B860D21C3EA1FA	1	0	0	20210901
005801FF0001007005B860D21C3EA228	0	1	0	20210901
005801FF0001007005B860D21C3EA24B	0	1	0	20210901
005801FF0001007005B860D21C3EA26D	0	1	0	20210901
005801FF0001007005B860D21C3EA272	0	0	1	20210901
005801FF0001007005B860D21C3EA313	1	0	0	20210901
005801FF0001007005B860D21C3EA322	0	1	0	20210901
005801FF0001007005B860D21C3EA3BD	1	0	0	20210901
005801FF0001007005B860D21C3EA3CC	0	1	0	20210901
005801FF0001007005B860D21C3EA411	1	0	0	20210901
005801FF0001007005B860D21C3EA426	1	0	0	20210901
005801FF0001007005B860D21C3EA458	1	0	0	20210901
005801FF0001007005B860D21C3EA47F	0	1	0	20210901
005801FF0001007005B860D21C3EA482	0	1	0	20210901
005801FF0001007005B860D21C3EA48D	0	0	1	20210901
005801FF0001007005B860D21C3EA4A2	1	0	0	20210901
005801FF0001007005B860D21C3EA4E0	0	0	1	20210901
005801FF0001007005B860D21C3EA528	1	0	0	20210901
005801FF0001007005B860D21C3EA56B	0	1	0	20210901
005801FF0001007005B860D21C3EA577	0	1	0	20210901
005801FF0001007005B860D21C3EA595	1	0	0	20210901
005801FF0001007005B860D21C3EA596	0	1	0	20210901
005801FF0001007005B860D21C3EA5B8	1	0	0	20210901
005801FF0001007005B860D21C3EA5FF	0	1	0	20210901
005801FF0001007005B860D21C3EA60D	0	0	1	20210901
005801FF0001007005B860D21C3EA619	1	0	0	20210901
005801FF0001007005B860D21C3EA624	0	1	0	20210901
005801FF0001007005B860D21C3EA644	0	0	1	20210901
005801FF0001007005B860D21C3EA6A1	0	1	0	20210901
005801FF0001007005B860D21C3EA74D	1	0	0	20210901
005801FF0001007005B860D21C3EA760	1	0	0	20210901
005801FF0001007005B860D21C3EA77E	1	0	0	20210901
005801FF0001007005B860D21C3EA77F	0	1	0	20210901
005801FF0001007005B860D21C3EA78C	1	0	0	20210901
005801FF0001007005B860D21C3EA7C3	1	0	0	20210901
005801FF0001007005B860D21C3EA7E3	0	0	1	20210901
005801FF0001007005B860D21C3EA85D	0	1	0	20210901
005801FF0001007005B860D21C3EA860	1	0	0	20210901
005801FF0001007005B860D21C3EA8D5	0	0	1	20210901
005801FF0001007005B860D21C3EA8DD	0	0	1	20210901
005801FF0001007005B860D21C3EA902	0	1	0	20210901
005801FF0001007005B860D21C3EA907	0	0	1	20210901
005801FF0001007005B860D21C3EA916	1	0	0	20210901
005801FF0001007005B860D21C3EA99A	0	0	1	20210901
005801FF0001007005B860D21C3EA9A3	1	0	0	20210901
005801FF0001007005B860D21C3EA9C9	0	1	0	20210901
005801FF0001007005B860D21C3EAA0C	1	0	0	20210901
005801FF0001007005B860D21C3EAAD9	1	0	0	20210901
005801FF0001007005B860D21C3EAADD	0	1	0	20210901
005801FF0001007005B860D21C3EAB0E	1	0	0	20210901
005801FF0001007005B860D21C3EAB12	1	0	0	20210901
005801FF0001007005B860D21C3EAB68	0	1	0	20210901
005801FF0001007005B860D21C3EAB95	1	0	0	20210901
005801FF0001007005B860D21C3EABBA	1	0	0	20210901
005801FF0001007005B860D21C3EABD6	0	0	1	20210901
005801FF0001007005B860D21C3EABE9	0	0	1	20210901
005801FF0001007005B860D21C3EAC2C	1	0	0	20210901
005801FF0001007005B860D21C3EACFD	1	0	0	20210901
005801FF0001007005B860D21C3EADC1	1	0	0	20210901
005801FF0001007005B860D21C3EADC2	0	0	1	20210901
005801FF0001007005B860D21C3EADCD	0	1	0	20210901
005801FF0001007005B860D21C3EADFD	0	1	0	20210901
005801FF0001007005B860D21C3EAE31	0	1	0	20210901
005801FF0001007005B860D21C3EAE4F	0	1	0	20210901
005801FF0001007005B860D21C3EAE6E	1	0	0	20210901
005801FF0001007005B860D21C3EAEA2	1	0	0	20210901
005801FF0001007005B860D21C3EAEB3	1	0	0	20210901
005801FF0001007005B860D21C3EAEE7	0	0	1	20210901
005801FF0001007005B860D21C3EAEFA	1	0	0	20210901
005801FF0001007005B860D21C3EAF08	1	0	0	20210901
005801FF0001007005B860D21C3EAF4F	1	0	0	20210901
005801FF0001007005B860D21C3EAF60	1	0	0	20210901
005801FF0001007005B860D21C3EAF6B	0	1	0	20210901
005801FF0001007005B860D21C3EB042	0	0	1	20210901
005801FF0001007005B860D21C3EB07E	0	0	1	20210901
005801FF0001007005B860D21C3EB0B3	0	0	1	20210901
005801FF0001007005B860D21C3EB0F8	0	0	1	20210901
005801FF0001007005B860D21C3EB107	1	0	0	20210901
005801FF0001007005B860D21C3EB11F	0	0	1	20210901
005801FF0001007005B860D21C3EB13D	0	1	0	20210901
005801FF0001007005B860D21C3EB157	0	1	0	20210901
005801FF0001007005B860D21C3EB1A9	1	0	0	20210901
005801FF0001007005B860D21C3EB201	0	1	0	20210901
005801FF0001007005B860D21C3EB25B	0	1	0	20210901
005801FF0001007005B860D21C3EB281	0	0	1	20210901
005801FF0001007005B860D21C3EB2D7	1	0	0	20210901
005801FF0001007005B860D21C3EB315	0	1	0	20210901
005801FF0001007005B860D21C3EB328	1	0	0	20210901
005801FF0001007005B860D21C3EB337	0	1	0	20210901
005801FF0001007005B860D21C3EB347	0	1	0	20210901
005801FF0001007005B860D21C3EB37B	1	0	0	20210901
005801FF0001007005B860D21C3EB3A6	1	0	0	20210901
005801FF0001007005B860D21C3EB3E8	1	0	0	20210901
005801FF0001007005B860D21C3EB429	0	1	0	20210901
005801FF0001007005B860D21C3EB4BB	1	0	0	20210901
005801FF0001007005B860D21C3EB4FB	1	0	0	20210901
005801FF0001007005B860D21C3EB502	1	0	0	20210901
005801FF0001007005B860D21C3EB520	0	0	1	20210901
005801FF0001007005B860D21C3EB54B	0	1	0	20210901
005801FF0001007005B860D21C3EB580	1	0	0	20210901
005801FF0001007005B860D21C3EB5C3	0	1	0	20210901
005801FF0001007005B860D21C3EB5E0	1	0	0	20210901
005801FF0001007005B860D21C3EB605	0	0	1	20210901
005801FF0001007005B860D21C3EB63C	1	0	0	20210901
005801FF0001007005B860D21C3EB6F1	0	1	0	20210901
005801FF0001007005B860D21C3EB70F	0	1	0	20210901
005801FF0001007005B860D21C3EB718	0	1	0	20210901
005801FF0001007005B860D21C3EB7AD	1	0	0	20210901
005801FF0001007005B860D21C3EB7C4	0	1	0	20210901
005801FF0001007005B860D21C3EB7CD	1	0	0	20210901
005801FF0001007005B860D21C3EB7F3	1	0	0	20210901
005801FF0001007005B860D21C3EB7FE	0	1	0	20210901
005801FF0001007005B860D21C3EB80B	0	0	1	20210901
005801FF0001007005B860D21C3EB834	1	0	0	20210901
005801FF0001007005B860D21C3EB86B	0	0	1	20210901
005801FF0001007005B860D21C3EB873	0	0	1	20210901
005801FF0001007005B860D21C3EB8EB	1	0	0	20210901
005801FF0001007005B860D21C3EB902	1	0	0	20210901
005801FF0001007005B860D21C3EB908	0	0	1	20210901
005801FF0001007005B860D21C3EB9FA	1	0	0	20210901
005801FF0001007005B860D21C3EBAA4	1	0	0	20210901
005801FF0001007005B860D21C3EBAE7	0	0	1	20210901
005801FF0001007005BA60D21C5CAB54	1	0	0	20210901
005801FF0001007005BA60D21C5CAB7C	0	0	1	20210901
005801FF0001007005BA60D21C5CABC9	1	0	0	20210901
005801FF0001007005BA60D21C5CAC01	0	0	1	20210901
005801FF0001007005BA60D21C5CADE5	1	0	0	20210901
005801FF0001007005BA60D21C5CAF34	0	0	1	20210901
005801FF0001007005BA60D21C5CAF4F	0	0	1	20210901
005801FF0001007005BA60D21C5CAF97	1	0	0	20210901
005801FF0001007005BA60D21C5CB02A	0	0	1	20210901
005801FF0001007005BA60D21C5CB05F	0	1	0	20210901
005801FF0001007005BA60D21C5CB13C	1	0	0	20210901
005801FF0001007005BA60D21C5CB199	0	1	0	20210901
